snapshot_date,store_id,product_id,units_on_hand,units_reserved
2025-05-01,13,96,0,0
2025-05-01,13,32,183,2
2025-05-01,13,114,11,6
2025-05-01,14,35,145,31
2025-05-01,14,23,251,16
2025-05-01,14,19,40,5
2025-05-01,14,60,210,0
2025-05-01,14,55,80,32
2025-05-01,14,105,191,36
2025-05-01,14,33,180,12
2025-05-01,14,32,281,34
2025-05-01,14,40,255,21
2025-05-01,14,111,183,38
2025-05-01,14,75,287,31
2025-05-01,14,84,162,36
2025-05-01,14,112,95,3
2025-05-01,14,102,133,4
2025-05-01,14,88,176,20
2025-05-01,14,54,83,33
2025-05-01,14,44,84,14
2025-05-01,14,18,25,25
2025-05-01,14,57,50,25
2025-05-01,14,90,140,14
2025-05-01,14,91,10,10
2025-05-01,14,46,126,40
2025-05-01,14,8,68,38
2025-05-01,14,41,253,29
2025-05-01,14,25,142,18
2025-05-01,15,84,232,8
2025-05-01,15,104,134,40
2025-05-01,15,37,201,17
2025-05-01,15,30,246,9
2025-05-01,15,117,261,13
2025-05-01,15,119,151,6
2025-05-01,15,95,288,0
2025-05-01,15,19,209,28
2025-05-01,15,77,38,1
2025-05-01,15,93,16,14
2025-05-01,15,40,286,18
2025-05-01,15,45,149,11
2025-05-01,15,90,260,10
2025-05-01,15,60,296,36
2025-05-01,15,69,126,4
2025-05-01,15,56,194,40
2025-05-01,15,65,132,8
2025-05-01,15,92,62,8
2025-05-01,15,120,257,8
2025-05-01,15,97,216,22
2025-05-01,15,118,259,22
2025-05-01,15,94,240,3
2025-05-01,15,7,92,18
2025-05-01,15,38,264,37
2025-05-01,15,62,36,0
2025-05-01,16,44,135,17
2025-05-01,16,84,28,22
2025-05-01,16,47,239,1
2025-05-01,16,62,263,1
2025-05-01,16,74,212,13
2025-05-01,16,75,36,15
2025-05-01,16,116,168,39
2025-05-01,16,12,149,15
2025-05-01,16,118,165,28
2025-05-01,16,103,276,17
2025-05-01,16,69,166,39
2025-05-01,16,100,10,7
2025-05-01,16,34,107,7
2025-05-01,16,30,79,33
2025-05-01,16,108,83,4
2025-05-01,16,90,51,4
2025-05-01,16,45,93,25
2025-05-01,16,49,157,40
2025-05-01,16,104,77,6
2025-05-01,16,15,261,5
2025-05-01,16,85,163,16
2025-05-01,16,19,134,31
2025-05-01,16,29,283,32
2025-05-01,16,37,298,13
2025-05-01,16,27,237,40
2025-05-01,17,60,103,8
2025-05-01,17,7,218,21
2025-05-01,17,64,231,9
2025-05-01,17,8,1,1
2025-05-01,17,48,268,3
2025-05-01,17,114,130,31
2025-05-01,17,4,20,15
2025-05-01,17,58,262,39
2025-05-01,17,115,123,28
2025-05-01,17,81,264,31
2025-05-01,17,116,253,21
2025-05-01,17,84,83,12
2025-05-01,17,96,222,12
2025-05-01,17,3,199,36
2025-05-01,17,83,55,33
2025-05-01,17,52,153,23
2025-05-01,17,17,141,17
2025-05-01,17,50,55,37
2025-05-01,17,88,279,14
2025-05-01,17,28,259,23
2025-05-01,17,24,231,36
2025-05-01,17,113,78,33
2025-05-01,17,105,84,25
2025-05-01,17,23,75,38
2025-05-01,17,33,9,1
2025-05-01,18,55,36,28
2025-05-01,18,107,293,14
2025-05-01,18,46,36,13
2025-05-01,18,14,152,31
2025-05-01,18,41,168,24
2025-05-01,18,79,32,27
2025-05-01,18,96,48,29
2025-05-01,18,75,194,23
2025-05-01,18,116,25,4
2025-05-01,18,22,57,1
2025-05-01,18,63,10,0
2025-05-01,18,37,87,31
2025-05-01,18,59,270,27
2025-05-01,18,119,157,39
2025-05-01,18,71,288,22
2025-05-01,18,99,267,29
2025-05-01,18,65,28,24
2025-05-01,18,13,2,1
2025-05-01,18,47,61,40
2025-05-01,18,84,64,20
2025-05-01,18,43,116,32
2025-05-01,18,105,27,27
2025-05-01,18,29,215,12
2025-05-01,18,25,48,39
2025-05-01,18,27,1,1
2025-05-01,19,120,243,20
2025-05-01,19,28,99,5
2025-05-01,19,118,39,22
2025-05-01,19,65,83,16
2025-05-01,19,111,105,34
2025-05-01,19,50,251,8
2025-05-01,19,78,13,7
2025-05-01,19,27,166,28
2025-05-01,19,22,98,6
2025-05-01,19,97,158,19
2025-05-01,19,73,128,38
2025-05-01,19,61,137,7
2025-05-01,19,83,289,24
2025-05-01,19,75,138,20
2025-05-01,19,91,294,24
2025-05-01,19,112,90,40
2025-05-01,19,94,134,12
2025-05-01,19,117,283,17
2025-05-01,19,37,3,1
2025-05-01,19,90,252,28
2025-05-01,19,115,38,22
2025-05-01,19,24,230,14
2025-05-01,19,23,211,33
2025-05-01,19,51,169,0
2025-05-01,19,67,227,3
2025-05-01,20,42,191,26
2025-05-01,20,90,219,4
2025-05-01,20,15,208,25
2025-05-01,20,71,235,24
2025-05-01,20,20,4,0
2025-05-01,20,45,170,3
2025-05-01,20,12,138,15
2025-05-01,20,84,139,0
2025-05-01,20,16,41,0
2025-05-01,20,106,94,25
2025-05-01,20,4,190,21
2025-05-01,20,25,232,24
2025-05-01,20,114,155,29
2025-05-01,20,85,189,26
2025-05-01,20,70,202,23
2025-05-01,20,57,234,12
2025-05-01,20,59,71,37
2025-05-01,20,17,244,30
2025-05-01,20,3,154,5
2025-05-01,20,63,30,10
2025-05-01,20,46,1,1
2025-05-01,20,76,266,20
2025-05-01,20,14,10,2
2025-05-01,20,36,123,15
2025-05-01,20,96,27,19
2025-06-01,1,105,278,38
2025-06-01,1,39,0,0
2025-06-01,1,116,270,4
2025-06-01,1,56,213,9
2025-06-01,1,102,296,12
2025-06-01,1,93,31,24
2025-06-01,1,24,57,22
2025-06-01,1,16,28,15
2025-06-01,1,40,57,3
2025-06-01,1,115,221,25
2025-06-01,1,64,62,25
2025-06-01,1,83,27,7
2025-06-01,1,3,221,29
2025-06-01,1,55,29,10
2025-06-01,1,13,295,3
2025-06-01,1,49,137,7
2025-06-01,1,43,61,29
2025-06-01,1,29,293,40
2025-06-01,1,61,240,28
2025-06-01,1,103,220,12
2025-06-01,1,2,53,38
2025-06-01,1,42,294,18
2025-06-01,1,27,211,28
2025-06-01,1,38,16,12
2025-06-01,1,22,24,17
2025-06-01,2,61,258,9
2025-06-01,2,35,131,13
2025-06-01,2,80,233,22
2025-06-01,2,55,206,33
2025-06-01,2,110,200,34
2025-06-01,2,9,220,11
2025-06-01,2,20,228,16
2025-06-01,2,114,257,11
2025-06-01,2,79,119,0
2025-06-01,2,67,18,18
2025-06-01,2,29,225,4
2025-06-01,2,3,166,16
2025-06-01,2,111,249,21
2025-06-01,2,88,181,1
2025-06-01,2,101,59,12
2025-06-01,2,64,110,24
2025-06-01,2,71,231,9
2025-06-01,2,68,44,4
2025-06-01,2,40,167,24
2025-06-01,2,95,228,33
2025-06-01,2,62,33,17
2025-06-01,2,59,9,8
2025-06-01,2,74,81,34
2025-06-01,2,104,93,18
2025-06-01,2,108,207,19
2025-06-01,3,79,191,36
2025-06-01,3,84,209,40
2025-06-01,3,111,120,30
2025-06-01,3,118,275,5
2025-06-01,3,106,114,7
2025-06-01,3,108,32,23
2025-06-01,3,109,54,32
2025-06-01,3,16,38,15
2025-06-01,3,119,195,37
2025-06-01,3,31,11,0
2025-06-01,3,59,141,28
2025-06-01,3,11,24,9
2025-06-01,3,55,221,19
2025-06-01,3,116,144,38
2025-06-01,3,42,134,3
2025-06-01,3,8,177,34
2025-06-01,3,74,33,21
2025-06-01,3,36,50,38
2025-06-01,3,88,114,39
2025-06-01,3,83,130,9
2025-06-01,3,22,253,35
2025-06-01,3,87,289,5
2025-06-01,3,28,37,10
2025-06-01,3,99,222,34
2025-06-01,3,14,27,0
2025-06-01,4,81,142,10
2025-06-01,4,66,1,1
2025-06-01,4,113,240,3
2025-06-01,4,56,285,1
2025-06-01,4,90,175,33
2025-06-01,4,7,176,35
2025-06-01,4,83,78,17
2025-06-01,4,117,5,2
2025-06-01,4,110,245,31
2025-06-01,4,68,165,30
2025-06-01,4,10,90,18
2025-06-01,4,38,3,0
2025-06-01,4,40,118,3
2025-06-01,4,11,101,5
2025-06-01,4,118,187,4
2025-06-01,4,114,266,26
2025-06-01,4,106,47,28
2025-06-01,4,96,177,37
2025-06-01,4,50,285,38
2025-06-01,4,13,222,11
2025-06-01,4,14,77,19
2025-06-01,4,63,155,40
2025-06-01,4,61,239,26
2025-06-01,4,91,135,6
2025-06-01,4,20,138,37
2025-06-01,5,112,28,17
2025-06-01,5,45,167,36
2025-06-01,5,115,156,10
2025-06-01,5,66,216,32
2025-06-01,5,28,88,15
2025-06-01,5,24,184,23
2025-06-01,5,47,135,12
2025-06-01,5,10,142,16
2025-06-01,5,78,275,11
2025-06-01,5,75,46,15
2025-06-01,5,5,267,40
2025-06-01,5,11,2,0
2025-06-01,5,2,61,20
2025-06-01,5,18,173,30
2025-06-01,5,52,207,38
2025-06-01,5,30,141,6
2025-06-01,5,116,189,6
2025-06-01,5,34,107,39
2025-06-01,5,81,279,23
2025-06-01,5,107,188,15
2025-06-01,5,19,80,13
2025-06-01,5,58,240,23
2025-06-01,5,64,7,3
2025-06-01,5,93,253,15
2025-06-01,5,62,60,29
2025-06-01,6,41,223,10
2025-06-01,6,119,282,0
2025-06-01,6,22,251,12
2025-06-01,6,109,114,23
2025-06-01,6,120,9,0
2025-06-01,6,20,215,16
2025-06-01,6,91,166,20
2025-06-01,6,95,267,2
2025-06-01,6,29,156,33
2025-06-01,6,19,87,39
2025-06-01,6,36,149,2
2025-06-01,6,31,243,34
2025-06-01,6,33,81,33
2025-06-01,6,93,194,11
2025-06-01,6,111,187,22
2025-06-01,6,13,267,28
2025-06-01,6,99,92,36
2025-06-01,6,27,96,28
2025-06-01,6,74,11,6
2025-06-01,6,45,80,40
2025-06-01,6,104,184,32
2025-06-01,6,63,237,13
2025-06-01,6,75,194,1
2025-06-01,6,57,268,3
2025-06-01,6,42,188,22
2025-06-01,7,70,153,6
2025-06-01,7,18,146,28
2025-06-01,7,110,244,21
2025-06-01,7,90,194,34
2025-06-01,7,119,260,26
2025-06-01,7,55,108,31
2025-06-01,7,19,45,15
2025-06-01,7,101,225,37
2025-06-01,7,26,300,34
2025-06-01,7,94,241,0
2025-06-01,7,88,268,1
2025-06-01,7,11,170,15
2025-06-01,7,54,259,11
2025-06-01,7,60,276,37
2025-06-01,7,48,281,4
2025-06-01,7,3,90,9
2025-06-01,7,9,114,39
2025-06-01,7,109,199,21
2025-06-01,7,106,231,23
2025-06-01,7,112,99,31
2025-06-01,7,116,199,17
2025-06-01,7,83,147,21
2025-06-01,7,59,58,10
2025-06-01,7,4,167,24
2025-06-01,7,28,79,10
2025-06-01,8,20,38,35
2025-06-01,8,2,192,2
2025-06-01,8,71,221,36
2025-06-01,8,117,103,38
2025-06-01,8,87,134,21
2025-06-01,8,27,38,2
2025-06-01,8,105,196,33
2025-06-01,8,36,102,33
2025-06-01,8,103,77,39
2025-06-01,8,54,72,4
2025-06-01,8,33,195,9
2025-06-01,8,90,298,33
2025-06-01,8,35,193,0
2025-06-01,8,107,156,11
2025-06-01,8,17,248,32
2025-06-01,8,77,191,31
2025-06-01,8,74,54,3
2025-06-01,8,91,125,26
2025-06-01,8,97,97,40
2025-06-01,8,50,6,2
2025-06-01,8,16,192,38
2025-06-01,8,115,170,26
2025-06-01,8,68,90,20
2025-06-01,8,8,17,12
2025-06-01,8,59,153,4
2025-06-01,9,18,50,18
2025-06-01,9,28,89,13
2025-06-01,9,41,204,1
2025-06-01,9,22,125,26
2025-06-01,9,72,261,1
2025-06-01,9,69,259,21
2025-06-01,9,71,285,32
2025-06-01,9,80,146,16
2025-06-01,9,76,139,13
2025-06-01,9,90,249,8
2025-06-01,9,106,57,12
2025-06-01,9,1,88,27
2025-06-01,9,111,253,31
2025-06-01,9,116,213,13
2025-06-01,9,67,286,14
2025-06-01,9,102,37,37
2025-06-01,9,105,38,32
2025-06-01,9,68,28,25
2025-06-01,9,50,155,14
2025-06-01,9,4,262,19
2025-06-01,9,115,123,2
2025-06-01,9,9,240,36
2025-06-01,9,12,249,21
2025-06-01,9,109,192,32
2025-06-01,9,60,133,11
2025-06-01,10,16,225,19
2025-06-01,10,73,198,0
2025-06-01,10,120,111,3
2025-06-01,10,119,67,13
2025-06-01,10,102,54,8
2025-06-01,10,5,36,31
2025-06-01,10,9,270,7
2025-06-01,10,108,229,1
2025-06-01,10,69,157,11
2025-06-01,10,100,125,8
2025-06-01,10,62,252,20
2025-06-01,10,36,269,34
2025-06-01,10,61,282,5
2025-06-01,10,22,40,34
2025-06-01,10,78,162,39
2025-06-01,10,12,85,1
2025-06-01,10,95,212,13
2025-06-01,10,92,12,4
2025-06-01,10,30,59,24
2025-06-01,10,14,176,8
2025-06-01,10,118,232,10
2025-06-01,10,21,202,5
2025-06-01,10,50,283,36
2025-06-01,10,46,52,0
2025-06-01,10,81,294,22
2025-06-01,11,29,229,2
2025-06-01,11,13,90,1
2025-06-01,11,6,289,35
2025-06-01,11,3,46,38
2025-06-01,11,110,159,0
2025-06-01,11,9,38,17
2025-06-01,11,60,198,39
2025-06-01,11,79,198,5
2025-06-01,11,87,120,25
2025-06-01,11,24,18,14
2025-06-01,11,101,253,9
2025-06-01,11,42,251,10
2025-06-01,11,115,18,9
2025-06-01,11,120,186,3
2025-06-01,11,51,292,35
2025-06-01,11,83,3,3
2025-06-01,11,22,104,22
2025-06-01,11,20,117,15
2025-06-01,11,25,105,23
2025-06-01,11,71,13,1
2025-06-01,11,85,205,11
2025-06-01,11,117,215,8
2025-06-01,11,10,166,4
2025-06-01,11,28,18,9
2025-06-01,11,112,295,17
2025-06-01,12,49,0,0
2025-06-01,12,16,158,5
2025-06-01,12,64,103,21
2025-06-01,12,32,290,40
2025-06-01,12,5,214,26
2025-06-01,12,47,172,15
2025-06-01,12,88,121,36
2025-06-01,12,10,25,7
2025-06-01,12,108,196,14
2025-06-01,12,97,264,23
2025-06-01,12,44,246,17
2025-06-01,12,13,102,14
2025-06-01,12,27,51,37
2025-06-01,12,29,163,32
2025-06-01,12,87,9,0
2025-06-01,12,17,14,12
2025-06-01,12,4,282,19
2025-06-01,12,77,52,25
2025-06-01,12,51,72,24
2025-06-01,12,58,249,23
2025-06-01,12,26,22,2
2025-06-01,12,8,158,27
2025-06-01,12,103,265,15
2025-06-01,12,20,62,17
2025-06-01,12,38,200,23
2025-06-01,13,1,54,38
2025-06-01,13,111,10,2
2025-06-01,13,105,109,10
2025-06-01,13,3,1,0
2025-06-01,13,29,192,22
2025-06-01,13,75,53,38
2025-06-01,13,33,267,35
2025-06-01,13,103,3,3
2025-06-01,13,83,8,1
2025-06-01,13,48,249,22
2025-06-01,13,47,16,14
2025-06-01,13,67,175,7
2025-06-01,13,95,296,10
2025-06-01,13,90,199,29
2025-06-01,13,96,242,40
2025-06-01,13,108,181,1
2025-06-01,13,38,143,25
2025-06-01,13,50,48,25
2025-06-01,13,100,81,9
2025-06-01,13,37,263,40
2025-06-01,13,84,145,12
2025-06-01,13,21,220,22
2025-06-01,13,8,217,34
2025-06-01,13,13,285,40
2025-06-01,13,66,255,10
2025-06-01,14,2,240,7
2025-06-01,14,19,298,28
2025-06-01,14,118,151,21
2025-06-01,14,1,111,4
2025-06-01,14,33,151,23
2025-06-01,14,113,297,23
2025-06-01,14,73,181,0
2025-06-01,14,64,286,3
2025-06-01,14,11,25,4
2025-06-01,14,4,9,6
2025-06-01,14,30,298,22
2025-06-01,14,50,156,30
2025-06-01,14,105,100,20
2025-06-01,14,90,217,16
2025-06-01,14,44,69,28
2025-06-01,14,110,71,37
2025-06-01,14,37,130,13
2025-06-01,14,115,211,40
2025-06-01,14,49,47,2
2025-06-01,14,101,12,9
2025-06-01,14,38,266,10
2025-06-01,14,12,133,20
2025-06-01,14,116,29,20
2025-06-01,14,100,267,7
2025-06-01,14,119,135,27
2025-06-01,15,88,41,12
2025-06-01,15,39,130,5
2025-06-01,15,58,230,26
2025-06-01,15,6,95,11
2025-06-01,15,20,279,1
2025-06-01,15,112,294,22
2025-06-01,15,26,153,4
2025-06-01,15,55,251,23
2025-06-01,15,1,136,2
2025-06-01,15,118,49,24
2025-06-01,15,38,126,28
2025-06-01,15,15,18,11
2025-06-01,15,64,281,17
2025-06-01,15,8,283,10
2025-06-01,15,105,283,7
2025-06-01,15,56,228,12
2025-06-01,15,2,104,13
2025-06-01,15,22,207,39
2025-06-01,15,23,52,1
2025-06-01,15,47,278,10
2025-06-01,15,103,299,27
2025-06-01,15,43,181,27
2025-06-01,15,42,55,8
2025-06-01,15,114,31,24
2025-06-01,15,87,145,24
2025-06-01,16,36,293,37
2025-06-01,16,96,289,9
2025-06-01,16,54,182,29
2025-06-01,16,112,7,2
2025-06-01,16,63,263,27
2025-06-01,16,49,61,0
2025-06-01,16,34,73,33
2025-06-01,16,61,176,40
2025-06-01,16,73,171,6
2025-06-01,16,109,128,15
2025-06-01,16,46,270,9
2025-06-01,16,115,165,21
2025-06-01,16,22,72,0
2025-06-01,16,43,126,11
2025-06-01,16,7,277,26
2025-06-01,16,117,172,36
2025-06-01,16,114,60,34
2025-06-01,16,110,62,36
2025-06-01,16,8,270,2
2025-06-01,16,100,178,11
2025-06-01,16,91,271,13
2025-06-01,16,10,21,10
2025-06-01,16,85,99,0
2025-06-01,16,40,221,31
2025-06-01,16,32,112,0
2025-06-01,17,97,62,1
2025-06-01,17,88,168,0
2025-06-01,17,71,250,6
2025-06-01,17,29,296,29
2025-06-01,17,108,17,11
2025-06-01,17,7,248,18
2025-06-01,17,30,156,22
2025-06-01,17,73,142,1
2025-06-01,17,69,223,37
2025-06-01,17,38,59,19
2025-06-01,17,3,126,32
2025-06-01,17,14,232,27
2025-06-01,17,99,241,13
2025-06-01,17,57,282,19
2025-06-01,17,83,125,7
2025-06-01,17,62,162,23
2025-06-01,17,61,211,31
2025-06-01,17,52,217,38
2025-06-01,17,77,161,38
2025-06-01,17,19,236,39
2025-06-01,17,93,83,36
2025-06-01,17,92,193,11
2025-06-01,17,9,209,14
2025-06-01,17,76,84,30
2025-06-01,17,84,111,10
2025-06-01,18,34,97,1
2025-06-01,18,30,229,25
2025-06-01,18,64,265,14
2025-06-01,18,101,76,36
2025-06-01,18,6,259,28
2025-06-01,18,25,196,35
2025-06-01,18,90,43,40
2025-06-01,18,83,220,2
2025-06-01,18,80,181,40
2025-06-01,18,11,44,37
2025-06-01,18,75,52,30
2025-06-01,18,88,3,1
2025-06-01,18,116,137,11
2025-06-01,18,42,121,27
2025-06-01,18,54,123,28
2025-06-01,18,52,128,13
2025-06-01,18,102,236,15
2025-06-01,18,107,273,2
2025-06-01,18,91,34,13
2025-06-01,18,14,38,33
2025-06-01,18,120,134,12
2025-06-01,18,9,147,4
2025-06-01,18,104,96,22
2025-06-01,18,119,246,7
2025-06-01,18,40,223,35
2025-06-01,19,19,178,26
2025-06-01,19,54,156,28
2025-06-01,19,16,99,4
2025-06-01,19,9,50,25
2025-06-01,19,14,262,34
2025-06-01,19,99,167,37
2025-06-01,19,37,90,25
2025-06-01,19,61,206,14
2025-06-01,19,49,242,40
2025-06-01,19,22,9,0
2025-06-01,19,4,279,33
2025-06-01,19,58,137,14
2025-06-01,19,27,280,12
2025-06-01,19,33,23,3
2025-06-01,19,113,152,35
2025-06-01,19,70,187,30
2025-06-01,19,63,259,6
2025-06-01,19,101,207,23
2025-06-01,19,30,221,0
2025-06-01,19,97,265,33
2025-06-01,19,45,24,21
2025-06-01,19,40,135,4
2025-06-01,19,118,260,39
2025-06-01,19,36,19,4
2025-06-01,19,42,144,18
2025-06-01,20,52,47,33
2025-06-01,20,108,43,12
2025-06-01,20,95,231,8
2025-06-01,20,24,77,37
2025-06-01,20,73,103,33
2025-06-01,20,69,3,2
2025-06-01,20,105,173,0
2025-06-01,20,22,117,0
2025-06-01,20,57,268,14
2025-06-01,20,9,141,36
2025-06-01,20,61,57,5
2025-06-01,20,27,205,18
2025-06-01,20,34,250,26
2025-06-01,20,92,130,37
2025-06-01,20,49,94,30
2025-06-01,20,5,101,35
2025-06-01,20,71,208,35
2025-06-01,20,60,49,13
2025-06-01,20,28,119,30
2025-06-01,20,112,67,10
2025-06-01,20,26,249,35
2025-06-01,20,11,52,35
2025-06-01,20,119,38,23
2025-06-01,20,74,176,13
2025-06-01,20,25,296,11
2025-07-01,1,47,6,1
2025-07-01,1,92,261,31
2025-07-01,1,66,158,38
2025-07-01,1,70,7,7
2025-07-01,1,32,81,26
2025-07-01,1,5,128,33
2025-07-01,1,23,260,4
2025-07-01,1,12,1,1
2025-07-01,1,26,15,7
2025-07-01,1,51,300,5
2025-07-01,1,64,213,30
2025-07-01,1,9,274,4
2025-07-01,1,54,88,33
2025-07-01,1,7,261,15
2025-07-01,1,85,227,39
2025-07-01,1,31,113,38
2025-07-01,1,116,276,21
2025-07-01,1,118,290,14
2025-07-01,1,40,29,24
2025-07-01,1,10,284,9
2025-07-01,1,96,94,28
2025-07-01,1,62,264,6
2025-07-01,1,68,140,27
2025-07-01,1,60,292,22
2025-07-01,1,52,127,37
2025-07-01,2,41,81,14
2025-07-01,2,32,26,26
2025-07-01,2,110,199,31
2025-07-01,2,104,282,1
2025-07-01,2,55,33,17
2025-07-01,2,77,197,31
2025-07-01,2,68,19,2
2025-07-01,2,97,141,4
2025-07-01,2,20,77,35
2025-07-01,2,119,0,0
2025-07-01,2,117,150,28
2025-07-01,2,23,53,10
2025-07-01,2,6,19,17
2025-07-01,2,58,103,26
2025-07-01,2,22,65,18
2025-07-01,2,82,280,28
2025-07-01,2,39,157,32
2025-07-01,2,67,168,25
2025-07-01,2,116,95,13
2025-07-01,2,13,229,34
2025-07-01,2,90,284,27
2025-07-01,2,11,35,30
2025-07-01,2,44,113,8
2025-07-01,2,57,231,29
2025-07-01,2,100,208,1
2025-07-01,3,94,280,16
2025-07-01,3,55,112,26
2025-07-01,3,102,207,15
2025-07-01,3,25,126,30
2025-07-01,3,80,190,26
2025-07-01,3,85,43,32
2025-07-01,3,91,139,22
2025-07-01,3,43,113,21
2025-07-01,3,83,246,28
2025-07-01,3,9,246,31
2025-07-01,3,120,268,23
2025-07-01,3,31,288,8
2025-07-01,3,54,141,21
2025-07-01,3,73,258,14
2025-07-01,3,74,211,4
2025-07-01,3,76,274,32
2025-07-01,3,7,98,28
2025-07-01,3,56,149,19
2025-07-01,3,47,277,36
2025-07-01,3,62,85,12
2025-07-01,3,38,193,2
2025-07-01,3,10,144,8
2025-07-01,3,93,137,17
2025-07-01,3,108,166,0
2025-07-01,3,77,93,22
2025-07-01,4,111,210,13
2025-07-01,4,113,82,37
2025-07-01,4,50,149,0
2025-07-01,4,65,114,32
2025-07-01,4,83,15,9
2025-07-01,4,8,109,31
2025-07-01,4,20,130,5
2025-07-01,4,16,80,27
2025-07-01,4,63,281,0
2025-07-01,4,108,262,24
2025-07-01,4,68,163,20
2025-07-01,4,23,61,0
2025-07-01,4,81,268,26
2025-07-01,4,43,52,39
2025-07-01,4,106,236,0
2025-07-01,4,77,253,32
2025-07-01,4,73,105,39
2025-07-01,4,71,105,5
2025-07-01,4,10,120,8
2025-07-01,4,51,155,2
2025-07-01,4,14,85,30
2025-07-01,4,96,187,37
2025-07-01,4,1,148,11
2025-07-01,4,30,183,2
2025-07-01,4,58,33,25
2025-07-01,5,48,161,30
2025-07-01,5,59,107,33
2025-07-01,5,47,145,7
2025-07-01,5,118,26,18
2025-07-01,5,41,207,0
2025-07-01,5,62,14,11
2025-07-01,5,39,220,24
2025-07-01,5,68,59,26
2025-07-01,5,49,34,21
2025-07-01,5,28,99,5
2025-07-01,5,83,225,24
2025-07-01,5,20,207,1
2025-07-01,5,73,84,18
2025-07-01,5,10,149,23
2025-07-01,5,2,192,38
2025-07-01,5,91,237,37
2025-07-01,5,88,46,32
2025-07-01,5,65,43,18
2025-07-01,5,104,109,14
2025-07-01,5,100,198,39
2025-07-01,5,1,231,21
2025-07-01,5,44,234,21
2025-07-01,5,51,185,16
2025-07-01,5,8,201,1
2025-07-01,5,99,196,35
2025-07-01,6,25,59,32
2025-07-01,6,35,238,20
2025-07-01,6,104,264,35
2025-07-01,6,24,18,9
2025-07-01,6,55,55,18
2025-07-01,6,3,10,3
2025-07-01,6,48,214,14
2025-07-01,6,120,156,33
2025-07-01,6,31,227,16
2025-07-01,6,69,170,6
2025-07-01,6,71,70,24
2025-07-01,6,21,61,36
2025-07-01,6,82,123,28
2025-07-01,6,40,28,27
2025-07-01,6,79,84,10
2025-07-01,6,94,106,1
2025-07-01,6,77,149,18
2025-07-01,6,57,110,4
2025-07-01,6,118,83,5
2025-07-01,6,52,101,17
2025-07-01,6,49,165,21
2025-07-01,6,96,225,38
2025-07-01,6,7,15,1
2025-07-01,6,110,243,11
2025-07-01,6,105,175,25
2025-07-01,7,50,26,9
2025-07-01,7,105,50,15
2025-07-01,7,114,204,31
2025-07-01,7,118,233,30
2025-07-01,7,101,194,31
2025-07-01,7,73,184,37
2025-07-01,7,64,103,8
2025-07-01,7,17,67,17
2025-07-01,7,32,196,30
2025-07-01,7,8,111,29
2025-07-01,7,49,40,37
2025-07-01,7,84,215,30
2025-07-01,7,27,160,21
2025-07-01,7,55,231,37
2025-07-01,7,45,60,8
2025-07-01,7,59,15,9
2025-07-01,7,69,171,16
2025-07-01,7,26,12,2
2025-07-01,7,58,275,39
2025-07-01,7,93,142,19
2025-07-01,7,10,104,35
2025-07-01,7,109,270,8
2025-07-01,7,91,193,37
2025-07-01,7,48,228,25
2025-07-01,7,14,292,17
2025-07-01,8,16,62,34
2025-07-01,8,31,122,20
2025-07-01,8,90,299,2
2025-07-01,8,50,146,39
2025-07-01,8,117,27,21
2025-07-01,8,64,144,18
2025-07-01,8,35,133,29
2025-07-01,8,103,142,11
2025-07-01,8,71,234,3
2025-07-01,8,68,231,8
2025-07-01,8,56,185,19
2025-07-01,8,66,139,21
2025-07-01,8,79,77,30
2025-07-01,8,76,287,26
2025-07-01,8,51,32,3
2025-07-01,8,108,171,16
2025-07-01,8,2,235,10
2025-07-01,8,111,281,30
2025-07-01,8,63,141,3
2025-07-01,8,113,233,20
2025-07-01,8,110,46,39
2025-07-01,8,30,125,39
2025-07-01,8,74,63,16
2025-07-01,8,11,195,0
2025-07-01,8,39,122,28
2025-07-01,9,71,183,1
2025-07-01,9,22,54,12
2025-07-01,9,73,294,39
2025-07-01,9,117,110,38
2025-07-01,9,4,88,20
2025-07-01,9,30,201,28
2025-07-01,9,41,244,19
2025-07-01,9,54,201,15
2025-07-01,9,68,47,30
2025-07-01,9,78,246,4
2025-07-01,9,79,265,25
2025-07-01,9,92,92,26
2025-07-01,9,15,208,28
2025-07-01,9,90,270,26
2025-07-01,9,3,35,25
2025-07-01,9,118,119,14
2025-07-01,9,85,287,25
2025-07-01,9,84,106,34
2025-07-01,9,48,61,15
2025-07-01,9,70,5,1
2025-07-01,9,65,72,26
2025-07-01,9,63,66,19
2025-07-01,9,60,264,26
2025-07-01,9,1,155,1
2025-07-01,9,62,129,25
2025-07-01,10,51,238,24
2025-07-01,10,47,87,3
2025-07-01,10,108,276,2
2025-07-01,10,110,39,11
2025-07-01,10,36,271,39
2025-07-01,10,74,127,16
2025-07-01,10,64,259,10
2025-07-01,10,59,272,0
2025-07-01,10,4,12,12
2025-07-01,10,104,83,1
2025-07-01,10,41,181,15
2025-07-01,10,29,197,20
2025-07-01,10,120,13,4
2025-07-01,10,39,181,25
2025-07-01,10,35,268,27
2025-07-01,10,32,214,38
2025-07-01,10,33,20,1
2025-07-01,10,115,40,38
2025-07-01,10,85,86,13
2025-07-01,10,44,96,5
2025-07-01,10,37,161,8
2025-07-01,10,14,153,0
2025-07-01,10,17,139,7
2025-07-01,10,99,160,40
2025-07-01,10,102,233,20
2025-07-01,11,67,159,9
2025-07-01,11,92,10,1
2025-07-01,11,35,282,17
