session_id,customer_id,session_start_ts,session_end_ts,channel,landing_page,device,utm_source,utm_campaign
sess_001319,313,2026-04-11T20:35:31,2026-04-11T20:51:41,web,/category,desktop,google,back_to_school
sess_001320,620,2026-02-21T14:14:50,2026-02-21T14:35:24,mobile_app,/cart,tablet,google,always_on
sess_001321,,2024-12-24T10:52:15,2024-12-24T11:27:11,mobile_app,/cart,mobile,google,always_on
sess_001322,459,2024-06-24T20:41:38,2024-06-24T21:06:17,mobile_app,/product,desktop,bing,brand_search
sess_001323,712,2025-06-25T11:23:01,2025-06-25T11:53:05,mobile_app,/home,desktop,bing,holiday_2025
sess_001324,255,2026-04-14T08:57:30,2026-04-14T09:16:32,web,/promo,mobile,email,summer_clearance
sess_001325,127,2025-12-07T20:00:11,2025-12-07T20:09:51,web,/category,tablet,organic,holiday_2024
sess_001326,667,2025-11-03T08:42:14,2025-11-03T08:53:13,web,/promo,tablet,email,holiday_2025
sess_001327,755,2026-01-12T15:50:03,2026-01-12T16:02:44,mobile_app,/home,desktop,organic,back_to_school
sess_001328,,2024-05-22T08:27:54,2024-05-22T08:36:03,mobile_app,/home,desktop,bing,brand_search
sess_001329,659,2025-01-30T20:37:58,2025-01-30T21:12:08,mobile_app,/product,desktop,google,summer_clearance
sess_001330,413,2025-07-16T14:12:42,2025-07-16T14:46:05,mobile_app,/category,desktop,meta,holiday_2025
sess_001331,,2024-12-08T19:55:54,2024-12-08T20:28:24,web,/promo,tablet,organic,spring_sale
sess_001332,,2026-04-12T19:17:45,2026-04-12T19:33:20,web,/cart,tablet,google,brand_search
sess_001333,665,2024-07-10T19:13:35,2024-07-10T19:17:32,mobile_app,/promo,desktop,email,spring_sale
sess_001334,,2025-06-19T08:36:56,2025-06-19T09:14:03,mobile_app,/product,mobile,google,always_on
sess_001335,508,2024-05-14T19:28:49,2024-05-14T19:50:59,web,/home,mobile,google,spring_sale
sess_001336,575,2024-06-26T19:12:14,2024-06-26T19:38:57,mobile_app,/product,desktop,google,holiday_2024
sess_001337,,2025-09-10T10:31:30,2025-09-10T10:35:12,web,/home,tablet,google,always_on
sess_001338,250,2025-11-07T22:27:41,2025-11-07T22:45:38,mobile_app,/product,mobile,google,holiday_2024
sess_001339,227,2025-06-24T16:38:31,2025-06-24T16:48:55,web,/promo,desktop,google,spring_sale
sess_001340,,2024-03-26T16:22:22,2024-03-26T16:41:14,mobile_app,/product,mobile,email,holiday_2024
sess_001341,,2024-01-24T22:14:57,2024-01-24T22:53:11,mobile_app,/home,mobile,bing,back_to_school
sess_001342,789,2025-05-10T12:38:56,2025-05-10T12:40:47,mobile_app,/promo,desktop,google,summer_clearance
sess_001343,,2025-06-22T13:12:15,2025-06-22T13:45:35,web,/category,desktop,organic,back_to_school
sess_001344,474,2026-02-16T15:25:09,2026-02-16T15:28:54,web,/cart,mobile,bing,holiday_2025
sess_001345,793,2024-09-05T09:56:34,2024-09-05T10:21:51,mobile_app,/category,tablet,organic,spring_sale
sess_001346,400,2025-06-17T14:09:23,2025-06-17T14:24:51,web,/promo,mobile,organic,holiday_2025
sess_001347,,2025-05-18T12:11:08,2025-05-18T12:28:49,mobile_app,/promo,desktop,email,brand_search
sess_001348,,2026-06-01T11:51:16,2026-06-01T12:01:19,web,/cart,desktop,google,back_to_school
sess_001349,,2024-11-02T16:13:00,2024-11-02T16:30:28,web,/product,mobile,google,always_on
sess_001350,653,2025-06-26T17:24:00,2025-06-26T17:29:07,mobile_app,/cart,desktop,email,holiday_2024
sess_001351,,2025-05-26T13:41:48,2025-05-26T14:11:45,web,/cart,desktop,google,back_to_school
sess_001352,24,2025-12-14T19:47:58,2025-12-14T20:19:39,mobile_app,/home,mobile,email,spring_sale
sess_001353,,2025-02-22T13:20:54,2025-02-22T13:23:47,mobile_app,/cart,desktop,google,summer_clearance
sess_001354,48,2024-03-19T12:56:26,2024-03-19T13:16:47,web,/home,mobile,meta,back_to_school
sess_001355,,2025-05-14T17:27:25,2025-05-14T17:58:49,web,/category,mobile,google,brand_search
sess_001356,390,2024-10-30T19:17:29,2024-10-30T19:47:58,web,/category,mobile,organic,always_on
sess_001357,,2025-08-05T14:26:43,2025-08-05T14:43:57,mobile_app,/home,desktop,google,brand_search
sess_001358,494,2024-09-24T13:39:31,2024-09-24T14:13:46,mobile_app,/home,mobile,email,back_to_school
sess_001359,,2026-04-05T08:25:50,2026-04-05T08:37:32,web,/promo,tablet,google,spring_sale
sess_001360,182,2024-12-21T18:23:27,2024-12-21T18:47:13,web,/cart,tablet,email,spring_sale
sess_001361,12,2025-10-07T11:25:09,2025-10-07T11:43:07,mobile_app,/cart,mobile,meta,holiday_2025
sess_001362,748,2024-08-12T22:12:35,2024-08-12T22:29:04,web,/category,tablet,meta,holiday_2025
sess_001363,,2025-01-30T18:10:43,2025-01-30T18:37:21,web,/product,desktop,google,back_to_school
sess_001364,321,2026-01-31T08:12:44,2026-01-31T08:43:50,web,/product,desktop,google,spring_sale
sess_001365,,2026-05-12T22:04:04,2026-05-12T22:06:03,mobile_app,/category,mobile,email,back_to_school
sess_001366,476,2024-06-28T18:15:29,2024-06-28T18:36:59,mobile_app,/home,desktop,google,back_to_school
sess_001367,520,2025-06-28T19:18:37,2025-06-28T19:51:33,mobile_app,/home,desktop,email,spring_sale
sess_001368,,2024-03-17T21:03:22,2024-03-17T21:13:20,mobile_app,/home,tablet,meta,holiday_2024
sess_001369,104,2026-01-10T14:30:33,2026-01-10T14:56:42,mobile_app,/cart,mobile,google,summer_clearance
sess_001370,,2024-09-06T16:12:29,2024-09-06T16:28:18,web,/cart,tablet,bing,back_to_school
sess_001371,,2025-03-24T14:01:12,2025-03-24T14:07:25,mobile_app,/cart,desktop,organic,back_to_school
sess_001372,,2024-09-09T11:36:26,2024-09-09T11:54:46,mobile_app,/home,desktop,meta,brand_search
sess_001373,15,2026-02-19T13:30:52,2026-02-19T14:10:01,web,/cart,desktop,google,holiday_2025
sess_001374,,2025-09-15T21:43:12,2025-09-15T22:06:08,mobile_app,/home,desktop,google,holiday_2025
sess_001375,,2025-06-27T15:53:22,2025-06-27T16:16:57,mobile_app,/cart,tablet,google,spring_sale
sess_001376,102,2024-10-20T15:22:43,2024-10-20T16:00:26,web,/promo,desktop,email,holiday_2024
sess_001377,,2024-02-03T11:17:06,2024-02-03T11:25:39,mobile_app,/home,desktop,google,spring_sale
sess_001378,,2025-06-26T11:03:06,2025-06-26T11:28:47,web,/cart,tablet,google,spring_sale
sess_001379,418,2026-04-05T19:20:26,2026-04-05T19:23:19,web,/promo,tablet,bing,back_to_school
sess_001380,,2024-03-28T17:24:08,2024-03-28T18:01:38,web,/promo,mobile,google,holiday_2024
sess_001381,171,2024-10-15T14:39:01,2024-10-15T15:03:54,web,/category,tablet,organic,spring_sale
sess_001382,722,2026-02-28T16:12:36,2026-02-28T16:34:57,mobile_app,/category,tablet,email,summer_clearance
sess_001383,,2024-07-13T13:24:08,2024-07-13T13:42:43,mobile_app,/home,mobile,bing,holiday_2025
sess_001384,390,2025-02-15T11:06:34,2025-02-15T11:19:09,mobile_app,/cart,tablet,meta,always_on
sess_001385,477,2026-05-29T17:24:56,2026-05-29T17:56:16,mobile_app,/cart,tablet,email,brand_search
sess_001386,,2024-02-03T19:33:20,2024-02-03T20:01:31,web,/home,mobile,bing,summer_clearance
sess_001387,388,2025-12-05T18:40:19,2025-12-05T19:16:32,mobile_app,/promo,desktop,google,spring_sale
sess_001388,143,2024-12-03T22:07:41,2024-12-03T22:14:21,mobile_app,/product,desktop,organic,spring_sale
sess_001389,,2024-06-09T10:51:56,2024-06-09T10:55:42,web,/product,tablet,bing,back_to_school
sess_001390,,2025-10-13T15:49:35,2025-10-13T16:25:38,web,/product,desktop,meta,brand_search
sess_001391,,2024-06-26T19:28:15,2024-06-26T20:05:22,mobile_app,/home,mobile,organic,always_on
sess_001392,634,2025-04-11T08:25:09,2025-04-11T08:50:28,web,/cart,tablet,organic,holiday_2025
sess_001393,725,2024-06-20T21:25:06,2024-06-20T21:31:51,web,/promo,mobile,meta,always_on
sess_001394,743,2024-03-02T20:24:41,2024-03-02T21:04:07,web,/category,desktop,organic,summer_clearance
sess_001395,,2025-03-17T15:44:59,2025-03-17T16:01:42,mobile_app,/product,tablet,google,spring_sale
sess_001396,,2026-02-08T17:46:30,2026-02-08T18:01:26,web,/category,desktop,bing,always_on
sess_001397,,2024-05-25T21:29:10,2024-05-25T21:41:38,web,/home,mobile,google,always_on
sess_001398,583,2025-11-24T18:06:39,2025-11-24T18:22:11,web,/cart,desktop,google,back_to_school
sess_001399,251,2026-04-21T08:38:45,2026-04-21T09:01:59,mobile_app,/product,mobile,email,summer_clearance
sess_001400,,2024-09-12T20:08:24,2024-09-12T20:38:02,web,/promo,tablet,email,brand_search
sess_001401,460,2026-01-30T14:57:24,2026-01-30T15:12:57,mobile_app,/category,tablet,meta,holiday_2024
sess_001402,,2024-07-27T11:32:59,2024-07-27T11:39:03,web,/home,desktop,bing,summer_clearance
sess_001403,,2025-10-19T15:03:40,2025-10-19T15:31:59,web,/home,mobile,google,holiday_2024
sess_001404,,2025-11-16T11:44:55,2025-11-16T12:02:14,web,/category,tablet,google,summer_clearance
sess_001405,,2025-07-14T09:35:37,2025-07-14T09:53:29,mobile_app,/promo,mobile,google,brand_search
sess_001406,,2024-03-24T19:50:43,2024-03-24T20:14:01,mobile_app,/promo,tablet,meta,summer_clearance
sess_001407,78,2024-12-22T08:50:49,2024-12-22T09:17:15,web,/category,desktop,bing,always_on
sess_001408,244,2026-02-16T11:28:52,2026-02-16T11:30:17,web,/category,mobile,meta,back_to_school
sess_001409,337,2024-10-25T22:14:38,2024-10-25T22:15:38,web,/category,tablet,google,holiday_2025
sess_001410,434,2024-08-17T21:59:12,2024-08-17T22:08:39,mobile_app,/home,tablet,google,spring_sale
sess_001411,547,2024-06-27T16:04:32,2024-06-27T16:25:54,web,/cart,mobile,google,holiday_2025
sess_001412,397,2026-04-07T08:15:55,2026-04-07T08:19:48,mobile_app,/promo,tablet,google,always_on
sess_001413,,2024-07-26T12:26:35,2024-07-26T12:29:36,web,/cart,mobile,meta,spring_sale
sess_001414,484,2024-05-28T09:43:58,2024-05-28T10:17:57,web,/cart,mobile,google,summer_clearance
sess_001415,735,2024-11-07T21:02:27,2024-11-07T21:39:36,mobile_app,/cart,desktop,meta,brand_search
sess_001416,,2024-12-12T22:40:12,2024-12-12T23:17:56,mobile_app,/home,mobile,google,brand_search
sess_001417,17,2026-01-16T12:41:08,2026-01-16T12:48:26,web,/home,mobile,email,holiday_2025
sess_001418,591,2024-05-18T22:56:54,2024-05-18T23:10:50,mobile_app,/category,tablet,google,summer_clearance
sess_001419,,2025-11-27T18:58:01,2025-11-27T19:20:50,web,/cart,desktop,google,brand_search
sess_001420,362,2026-04-26T10:25:28,2026-04-26T10:47:27,web,/promo,tablet,organic,holiday_2025
sess_001421,407,2024-01-08T13:15:41,2024-01-08T13:18:38,web,/home,desktop,google,always_on
sess_001422,,2025-03-21T18:59:01,2025-03-21T19:22:02,web,/home,tablet,organic,holiday_2025
sess_001423,174,2024-12-15T08:02:39,2024-12-15T08:41:03,mobile_app,/product,mobile,google,holiday_2024
sess_001424,10,2024-04-14T14:57:29,2024-04-14T15:21:46,mobile_app,/promo,desktop,bing,always_on
sess_001425,,2026-05-08T21:21:53,2026-05-08T21:40:09,mobile_app,/category,desktop,email,holiday_2024
sess_001426,153,2024-09-23T10:16:50,2024-09-23T10:48:47,mobile_app,/promo,tablet,google,holiday_2025
sess_001427,439,2026-05-28T17:45:20,2026-05-28T18:19:14,mobile_app,/home,tablet,email,back_to_school
sess_001428,,2025-03-09T18:52:23,2025-03-09T19:18:34,web,/cart,desktop,bing,summer_clearance
sess_001429,265,2024-07-08T18:35:42,2024-07-08T19:13:50,mobile_app,/promo,tablet,google,spring_sale
sess_001430,,2025-12-11T21:58:31,2025-12-11T22:07:28,web,/product,desktop,email,holiday_2025
sess_001431,543,2024-05-20T22:58:32,2024-05-20T22:59:34,web,/category,desktop,google,summer_clearance
sess_001432,,2025-11-09T21:45:02,2025-11-09T21:55:44,web,/home,tablet,google,brand_search
sess_001433,297,2025-08-11T20:44:54,2025-08-11T21:20:30,web,/cart,tablet,organic,holiday_2025
sess_001434,243,2024-02-16T16:30:34,2024-02-16T16:42:43,mobile_app,/cart,mobile,organic,spring_sale
sess_001435,666,2025-08-23T17:28:56,2025-08-23T18:03:41,web,/cart,desktop,meta,spring_sale
sess_001436,541,2024-09-12T09:41:09,2024-09-12T09:49:45,web,/cart,tablet,google,holiday_2024
sess_001437,775,2025-03-08T22:25:39,2025-03-08T23:00:39,web,/category,desktop,bing,summer_clearance
sess_001438,410,2025-06-26T22:51:18,2025-06-26T23:12:25,web,/home,mobile,email,always_on
sess_001439,470,2026-02-15T13:19:38,2026-02-15T13:45:05,web,/home,mobile,bing,spring_sale
sess_001440,73,2024-10-28T17:16:41,2024-10-28T17:38:08,mobile_app,/category,mobile,google,back_to_school
sess_001441,224,2024-12-08T21:04:43,2024-12-08T21:42:01,web,/category,desktop,google,brand_search
sess_001442,41,2025-12-02T16:07:44,2025-12-02T16:33:48,mobile_app,/promo,desktop,google,holiday_2024
sess_001443,,2026-05-05T09:00:03,2026-05-05T09:33:36,web,/cart,mobile,email,always_on
sess_001444,59,2024-12-26T09:26:56,2024-12-26T09:47:08,mobile_app,/product,desktop,google,back_to_school
sess_001445,356,2025-07-18T20:58:47,2025-07-18T21:18:46,web,/category,tablet,google,holiday_2024
sess_001446,636,2026-03-11T10:39:16,2026-03-11T10:50:30,web,/home,mobile,meta,brand_search
sess_001447,,2026-02-19T12:51:55,2026-02-19T13:24:43,mobile_app,/promo,tablet,google,brand_search
sess_001448,716,2024-06-07T13:50:38,2024-06-07T14:12:55,mobile_app,/promo,desktop,bing,summer_clearance
sess_001449,204,2024-07-30T22:31:22,2024-07-30T23:11:21,web,/product,mobile,bing,holiday_2025
sess_001450,,2024-07-10T20:13:35,2024-07-10T20:50:18,mobile_app,/home,mobile,email,back_to_school
sess_001451,,2025-01-27T19:28:49,2025-01-27T19:52:40,web,/promo,tablet,bing,summer_clearance
sess_001452,484,2024-11-13T18:51:29,2024-11-13T19:19:34,web,/product,mobile,organic,holiday_2025
sess_001453,,2025-03-29T13:53:40,2025-03-29T13:58:58,mobile_app,/product,mobile,google,holiday_2024
sess_001454,,2025-05-25T18:27:09,2025-05-25T18:34:34,mobile_app,/home,mobile,google,holiday_2025
sess_001455,477,2024-10-18T21:45:37,2024-10-18T22:04:45,web,/cart,desktop,google,back_to_school
sess_001456,512,2024-11-26T18:31:24,2024-11-26T19:08:12,mobile_app,/home,desktop,email,back_to_school
sess_001457,408,2025-06-25T17:54:15,2025-06-25T18:08:23,web,/promo,tablet,bing,brand_search
sess_001458,374,2025-03-17T08:04:19,2025-03-17T08:23:11,mobile_app,/cart,tablet,bing,spring_sale
sess_001459,,2025-08-12T12:59:40,2025-08-12T13:18:39,mobile_app,/promo,mobile,google,back_to_school
sess_001460,317,2024-02-09T22:39:57,2024-02-09T23:11:17,web,/promo,mobile,google,brand_search
sess_001461,,2024-05-25T22:24:16,2024-05-25T22:26:34,web,/product,desktop,email,summer_clearance
sess_001462,498,2026-05-12T10:08:29,2026-05-12T10:36:30,web,/home,mobile,bing,holiday_2024
sess_001463,,2024-07-03T09:32:27,2024-07-03T09:51:49,web,/category,tablet,meta,spring_sale
sess_001464,264,2026-04-26T14:39:04,2026-04-26T15:11:23,web,/promo,mobile,google,always_on
sess_001465,12,2024-06-15T10:28:45,2024-06-15T10:35:54,mobile_app,/product,mobile,bing,holiday_2024
sess_001466,774,2024-02-22T08:45:55,2024-02-22T09:14:38,mobile_app,/category,tablet,google,always_on
sess_001467,,2024-05-23T20:36:26,2024-05-23T20:45:35,mobile_app,/cart,tablet,google,summer_clearance
sess_001468,151,2025-02-04T21:16:03,2025-02-04T21:55:53,web,/cart,desktop,organic,summer_clearance
sess_001469,797,2026-02-03T20:35:35,2026-02-03T20:47:56,mobile_app,/category,desktop,google,always_on
sess_001470,383,2025-08-04T14:48:34,2025-08-04T15:20:00,mobile_app,/home,mobile,meta,brand_search
sess_001471,76,2026-01-22T12:34:59,2026-01-22T13:11:29,mobile_app,/promo,desktop,google,back_to_school
sess_001472,,2024-08-09T10:53:33,2024-08-09T11:00:08,mobile_app,/cart,desktop,google,brand_search
sess_001473,549,2025-04-11T20:29:18,2025-04-11T20:41:07,mobile_app,/category,mobile,email,always_on
sess_001474,514,2025-07-25T15:10:17,2025-07-25T15:20:04,web,/product,desktop,organic,holiday_2024
sess_001475,739,2024-12-01T21:03:46,2024-12-01T21:26:43,mobile_app,/category,desktop,meta,back_to_school
sess_001476,569,2025-03-27T08:23:39,2025-03-27T08:41:58,mobile_app,/product,desktop,organic,back_to_school
sess_001477,,2024-02-06T15:41:40,2024-02-06T15:56:45,mobile_app,/product,mobile,bing,holiday_2025
sess_001478,,2025-06-07T18:36:15,2025-06-07T18:46:23,web,/cart,desktop,bing,spring_sale
sess_001479,,2025-07-15T10:09:59,2025-07-15T10:47:33,mobile_app,/home,desktop,google,back_to_school
sess_001480,648,2025-08-05T19:30:29,2025-08-05T19:55:18,web,/category,mobile,meta,brand_search
sess_001481,350,2025-07-09T11:22:32,2025-07-09T12:00:28,mobile_app,/promo,desktop,organic,holiday_2025
sess_001482,,2025-02-23T15:40:55,2025-02-23T16:17:05,web,/category,tablet,organic,spring_sale
sess_001483,512,2025-12-22T19:06:39,2025-12-22T19:34:47,mobile_app,/product,mobile,google,always_on
sess_001484,,2025-06-17T19:54:15,2025-06-17T20:11:12,mobile_app,/category,tablet,email,always_on
sess_001485,,2026-02-22T10:57:32,2026-02-22T11:09:09,web,/cart,tablet,organic,holiday_2025
sess_001486,,2025-04-28T15:29:31,2025-04-28T15:45:58,mobile_app,/category,tablet,bing,holiday_2025
sess_001487,,2024-11-16T22:03:28,2024-11-16T22:33:41,web,/category,mobile,email,spring_sale
sess_001488,237,2025-11-19T08:46:42,2025-11-19T09:04:43,mobile_app,/category,desktop,organic,spring_sale
sess_001489,,2024-03-30T22:59:22,2024-03-30T23:20:07,web,/home,mobile,organic,holiday_2025
sess_001490,550,2026-05-16T21:55:05,2026-05-16T22:07:24,mobile_app,/cart,desktop,google,always_on
sess_001491,588,2025-08-27T12:46:07,2025-08-27T13:25:50,web,/cart,tablet,organic,back_to_school
sess_001492,517,2025-11-26T09:07:34,2025-11-26T09:30:30,web,/category,desktop,google,always_on
sess_001493,,2024-08-05T09:20:40,2024-08-05T09:32:21,web,/promo,mobile,google,summer_clearance
sess_001494,563,2024-11-13T22:39:09,2024-11-13T22:43:41,mobile_app,/category,mobile,organic,always_on
sess_001495,534,2025-08-31T15:50:14,2025-08-31T15:51:23,web,/cart,mobile,meta,summer_clearance
sess_001496,,2025-05-09T22:12:33,2025-05-09T22:16:08,mobile_app,/promo,mobile,bing,back_to_school
sess_001497,296,2025-03-04T11:11:43,2025-03-04T11:29:09,web,/product,desktop,meta,spring_sale
sess_001498,268,2025-02-13T13:27:32,2025-02-13T13:34:42,web,/promo,tablet,bing,back_to_school
sess_001499,,2025-12-01T10:06:28,2025-12-01T10:39:03,mobile_app,/category,desktop,email,summer_clearance
sess_001500,553,2024-08-20T19:43:18,2024-08-20T20:11:46,mobile_app,/product,mobile,google,always_on
sess_001501,,2025-03-26T11:08:28,2025-03-26T11:29:07,mobile_app,/cart,tablet,organic,always_on
sess_001502,14,2025-11-07T19:24:28,2025-11-07T19:42:00,web,/promo,tablet,organic,back_to_school
sess_001503,600,2025-04-20T20:42:55,2025-04-20T21:12:22,mobile_app,/category,mobile,email,holiday_2024
sess_001504,55,2024-01-25T15:05:09,2024-01-25T15:24:09,mobile_app,/cart,mobile,google,always_on
sess_001505,,2024-06-07T22:01:49,2024-06-07T22:25:50,web,/product,mobile,google,holiday_2025
sess_001506,73,2024-03-01T11:40:50,2024-03-01T12:16:22,mobile_app,/category,mobile,google,spring_sale
sess_001507,,2024-10-20T19:56:20,2024-10-20T20:32:22,web,/promo,mobile,organic,spring_sale
sess_001508,794,2024-01-27T19:29:20,2024-01-27T19:33:25,mobile_app,/product,desktop,google,brand_search
sess_001509,,2024-03-16T15:32:00,2024-03-16T16:00:30,mobile_app,/product,tablet,google,holiday_2025
sess_001510,,2025-08-15T11:00:45,2025-08-15T11:05:39,mobile_app,/promo,mobile,google,brand_search
sess_001511,448,2026-05-14T22:27:56,2026-05-14T22:44:44,web,/promo,tablet,google,summer_clearance
sess_001512,,2024-11-20T13:57:38,2024-11-20T14:27:41,web,/cart,desktop,email,holiday_2024
sess_001513,262,2026-04-28T16:07:42,2026-04-28T16:42:27,web,/product,mobile,meta,summer_clearance
sess_001514,,2026-04-06T20:43:15,2026-04-06T21:18:21,mobile_app,/cart,desktop,bing,brand_search
sess_001515,,2025-08-31T12:26:04,2025-08-31T13:04:26,mobile_app,/home,tablet,meta,brand_search
sess_001516,54,2024-10-12T09:33:07,2024-10-12T09:51:23,mobile_app,/promo,tablet,google,summer_clearance
sess_001517,789,2025-08-23T18:58:14,2025-08-23T19:27:52,web,/category,tablet,google,always_on
sess_001518,,2025-11-08T10:38:28,2025-11-08T11:13:39,web,/category,mobile,meta,summer_clearance
sess_001519,251,2026-02-04T21:02:36,2026-02-04T21:32:33,mobile_app,/cart,mobile,google,spring_sale
sess_001520,469,2025-09-30T14:23:13,2025-09-30T14:53:50,web,/category,tablet,bing,always_on
sess_001521,,2024-06-26T15:19:39,2024-06-26T15:25:50,web,/promo,mobile,organic,back_to_school
sess_001522,,2026-04-18T08:21:56,2026-04-18T08:37:15,web,/category,mobile,bing,brand_search
sess_001523,502,2024-02-07T22:06:18,2024-02-07T22:35:56,web,/product,desktop,google,always_on
sess_001524,189,2025-07-06T18:35:33,2025-07-06T19:13:52,mobile_app,/home,desktop,google,always_on
sess_001525,243,2026-05-02T10:18:46,2026-05-02T10:53:37,mobile_app,/home,mobile,google,holiday_2024
sess_001526,,2024-10-01T13:23:28,2024-10-01T13:50:46,web,/promo,mobile,google,holiday_2025
sess_001527,281,2024-03-28T17:08:31,2024-03-28T17:31:29,web,/cart,mobile,google,holiday_2025
sess_001528,476,2024-11-06T22:53:28,2024-11-06T23:06:29,web,/home,tablet,google,back_to_school
sess_001529,631,2025-10-30T14:29:22,2025-10-30T14:51:10,mobile_app,/category,desktop,meta,spring_sale
sess_001530,,2025-12-06T09:38:12,2025-12-06T10:00:19,mobile_app,/home,tablet,meta,spring_sale
sess_001531,209,2025-03-02T13:03:33,2025-03-02T13:11:22,mobile_app,/cart,desktop,google,back_to_school
sess_001532,,2024-06-15T12:09:35,2024-06-15T12:16:56,mobile_app,/product,desktop,bing,always_on
sess_001533,,2025-12-27T16:16:20,2025-12-27T16:40:06,mobile_app,/category,mobile,google,always_on
sess_001534,,2025-03-24T13:48:12,2025-03-24T14:26:23,web,/home,desktop,google,holiday_2025
sess_001535,626,2024-05-31T22:39:10,2024-05-31T22:53:04,web,/product,tablet,email,always_on
sess_001536,330,2025-11-21T17:24:34,2025-11-21T17:52:55,web,/cart,mobile,google,spring_sale
sess_001537,,2026-05-25T22:05:25,2026-05-25T22:29:19,mobile_app,/product,desktop,google,back_to_school
sess_001538,557,2024-01-30T11:20:23,2024-01-30T11:45:58,web,/home,mobile,meta,always_on
sess_001539,191,2024-01-31T13:27:54,2024-01-31T14:01:14,web,/category,mobile,google,spring_sale
sess_001540,25,2025-07-04T20:17:46,2025-07-04T20:32:41,mobile_app,/category,tablet,email,holiday_2025
sess_001541,,2024-08-27T15:33:08,2024-08-27T15:50:06,web,/home,tablet,organic,holiday_2025
sess_001542,67,2026-01-12T22:31:42,2026-01-12T23:08:01,web,/cart,desktop,organic,spring_sale
sess_001543,,2025-12-05T18:48:39,2025-12-05T18:56:30,web,/cart,tablet,google,spring_sale
sess_001544,,2024-10-03T21:30:11,2024-10-03T21:37:27,mobile_app,/cart,tablet,google,spring_sale
sess_001545,497,2025-09-19T11:21:32,2025-09-19T11:52:35,web,/category,desktop,google,always_on
sess_001546,,2026-01-14T13:20:42,2026-01-14T13:45:56,web,/promo,mobile,email,holiday_2025
sess_001547,604,2024-01-13T22:03:41,2024-01-13T22:26:11,mobile_app,/category,desktop,google,back_to_school
sess_001548,264,2024-12-20T18:16:56,2024-12-20T18:31:03,web,/category,desktop,organic,brand_search
sess_001549,,2024-03-26T22:11:43,2024-03-26T22:32:41,web,/category,mobile,email,always_on
sess_001550,,2025-10-13T22:12:15,2025-10-13T22:13:42,web,/category,desktop,google,holiday_2024
sess_001551,690,2025-03-08T19:37:00,2025-03-08T19:54:45,mobile_app,/product,mobile,meta,always_on
sess_001552,,2024-08-23T08:38:40,2024-08-23T09:14:03,web,/cart,tablet,organic,holiday_2025
sess_001553,390,2024-01-14T20:46:53,2024-01-14T21:25:20,mobile_app,/promo,mobile,google,summer_clearance
sess_001554,360,2024-07-21T12:40:41,2024-07-21T12:54:04,mobile_app,/promo,mobile,google,holiday_2024
sess_001555,700,2024-02-10T20:04:43,2024-02-10T20:10:04,web,/category,desktop,organic,holiday_2024
sess_001556,335,2024-03-26T11:25:13,2024-03-26T11:58:22,web,/cart,desktop,google,spring_sale
sess_001557,,2024-08-13T11:46:59,2024-08-13T12:12:51,web,/cart,desktop,bing,always_on
sess_001558,363,2025-11-07T20:30:35,2025-11-07T20:50:33,mobile_app,/category,mobile,bing,brand_search
sess_001559,,2024-06-21T13:56:54,2024-06-21T14:13:41,mobile_app,/category,mobile,bing,brand_search
sess_001560,,2024-01-04T10:28:53,2024-01-04T10:45:20,web,/cart,tablet,email,summer_clearance
sess_001561,,2025-04-06T10:40:33,2025-04-06T11:12:33,web,/promo,mobile,organic,spring_sale
sess_001562,,2024-01-17T17:45:31,2024-01-17T18:08:23,web,/home,desktop,email,summer_clearance
sess_001563,589,2025-09-11T18:54:44,2025-09-11T19:13:07,mobile_app,/product,mobile,meta,brand_search
sess_001564,282,2026-05-09T16:36:58,2026-05-09T17:01:45,mobile_app,/promo,tablet,email,always_on
sess_001565,,2024-04-03T20:53:28,2024-04-03T20:58:10,web,/category,desktop,email,summer_clearance
sess_001566,110,2026-03-14T16:18:19,2026-03-14T16:30:30,web,/promo,mobile,organic,summer_clearance
sess_001567,236,2024-08-10T10:05:49,2024-08-10T10:22:43,web,/home,tablet,google,back_to_school
sess_001568,,2026-01-19T22:10:39,2026-01-19T22:33:34,web,/home,desktop,email,summer_clearance
sess_001569,188,2025-11-29T08:37:21,2025-11-29T09:12:04,web,/category,desktop,bing,holiday_2024
sess_001570,,2024-12-30T10:03:01,2024-12-30T10:15:06,mobile_app,/promo,desktop,google,holiday_2025
sess_001571,,2025-03-18T08:27:45,2025-03-18T08:39:08,web,/product,desktop,email,holiday_2024
sess_001572,,2024-10-15T12:14:31,2024-10-15T12:31:36,web,/product,tablet,meta,summer_clearance
sess_001573,502,2025-05-14T14:15:00,2025-05-14T14:17:43,mobile_app,/category,tablet,google,back_to_school
sess_001574,498,2024-05-20T15:42:15,2024-05-20T16:12:36,mobile_app,/promo,tablet,google,summer_clearance
sess_001575,,2025-08-15T09:17:09,2025-08-15T09:18:01,mobile_app,/product,mobile,email,back_to_school
sess_001576,30,2024-03-05T20:19:15,2024-03-05T20:24:21,web,/category,tablet,email,holiday_2025
sess_001577,377,2025-04-27T19:35:19,2025-04-27T19:46:41,web,/category,tablet,meta,spring_sale
sess_001578,289,2025-06-10T22:37:16,2025-06-10T22:50:23,web,/promo,tablet,organic,holiday_2025
sess_001579,,2026-02-20T20:54:56,2026-02-20T21:29:50,web,/promo,desktop,google,always_on
sess_001580,,2025-07-12T20:21:09,2025-07-12T20:26:11,web,/home,mobile,organic,spring_sale
