spend_date,channel,campaign,utm_source,utm_campaign,spend_cents,impressions,clicks
2024-06-26,bing,holiday_2025,bing,holiday_2025,260588,52117,631
2024-06-26,meta,back_to_school,meta,back_to_school,458457,65493,1454
2024-06-27,google,brand_search,google,brand_search,368535,46066,432
2024-06-27,meta,back_to_school,meta,back_to_school,18308,4577,113
2024-06-27,email,always_on,email,always_on,105987,17664,231
2024-06-28,google,brand_search,google,brand_search,324377,108125,2985
2024-06-28,email,holiday_2024,email,holiday_2024,465194,58149,2686
2024-06-29,google,holiday_2024,google,holiday_2024,170143,85071,3775
2024-06-29,meta,summer_clearance,meta,summer_clearance,261410,43568,1353
2024-06-30,google,spring_sale,google,spring_sale,12389,2064,20
2024-06-30,email,holiday_2024,email,holiday_2024,341689,113896,4268
2024-07-01,email,always_on,email,always_on,12726,1590,51
2024-07-02,bing,holiday_2025,bing,holiday_2025,412420,137473,5428
2024-07-02,email,brand_search,email,brand_search,267821,66955,666
2024-07-03,google,holiday_2025,google,holiday_2025,90360,18072,253
2024-07-03,bing,always_on,bing,always_on,305253,43607,823
2024-07-04,google,summer_clearance,google,summer_clearance,386341,64390,2044
2024-07-04,bing,holiday_2025,bing,holiday_2025,381699,54528,1752
2024-07-05,google,back_to_school,google,back_to_school,291652,145826,6306
2024-07-05,meta,back_to_school,meta,back_to_school,442303,88460,1812
2024-07-05,email,holiday_2024,email,holiday_2024,139970,69985,3084
2024-07-06,bing,always_on,bing,always_on,472175,118043,5368
2024-07-06,meta,back_to_school,meta,back_to_school,382082,127360,3038
2024-07-07,bing,holiday_2024,bing,holiday_2024,256557,128278,1353
2024-07-07,meta,spring_sale,meta,spring_sale,272591,136295,5145
2024-07-07,email,always_on,email,always_on,163101,23300,553
2024-07-08,google,holiday_2025,google,holiday_2025,39878,13292,186
2024-07-08,bing,spring_sale,bing,spring_sale,314816,62963,845
2024-07-08,meta,holiday_2025,meta,holiday_2025,248663,49732,1304
2024-07-08,email,back_to_school,email,back_to_school,461919,230959,8060
2024-07-09,bing,back_to_school,bing,back_to_school,201685,100842,812
2024-07-10,google,holiday_2025,google,holiday_2025,165742,33148,496
2024-07-10,bing,always_on,bing,always_on,26398,6599,238
2024-07-10,email,brand_search,email,brand_search,401713,50214,1888
2024-07-11,bing,always_on,bing,always_on,370410,185205,5334
2024-07-11,meta,back_to_school,meta,back_to_school,205862,25732,488
2024-07-12,bing,holiday_2025,bing,holiday_2025,101288,50644,724
2024-07-12,meta,spring_sale,meta,spring_sale,495811,61976,2010
2024-07-12,email,holiday_2024,email,holiday_2024,499862,99972,1652
2024-07-13,google,spring_sale,google,spring_sale,111450,13931,450
2024-07-13,bing,back_to_school,bing,back_to_school,219137,27392,290
2024-07-13,meta,always_on,meta,always_on,478682,68383,2272
2024-07-13,email,brand_search,email,brand_search,353987,88496,3369
2024-07-14,google,summer_clearance,google,summer_clearance,223554,44710,2064
2024-07-14,meta,back_to_school,meta,back_to_school,368224,46028,981
2024-07-14,email,holiday_2025,email,holiday_2025,46937,5867,118
2024-07-16,meta,holiday_2024,meta,holiday_2024,225433,32204,709
2024-07-17,google,holiday_2025,google,holiday_2025,231712,28964,1038
2024-07-17,bing,spring_sale,bing,spring_sale,283696,40528,1871
2024-07-17,email,summer_clearance,email,summer_clearance,489597,244798,10205
2024-07-18,google,spring_sale,google,spring_sale,206163,51540,1568
2024-07-18,bing,holiday_2025,bing,holiday_2025,371649,53092,1358
2024-07-18,meta,spring_sale,meta,spring_sale,399313,99828,2780
2024-07-18,email,summer_clearance,email,summer_clearance,21012,7004,263
2024-07-19,google,holiday_2025,google,holiday_2025,367953,61325,3030
2024-07-19,meta,back_to_school,meta,back_to_school,446732,89346,821
2024-07-19,email,holiday_2025,email,holiday_2025,275991,45998,667
2024-07-20,google,holiday_2024,google,holiday_2024,467841,233920,5465
2024-07-20,meta,holiday_2024,meta,holiday_2024,333740,47677,375
2024-07-20,email,brand_search,email,brand_search,256244,51248,1887
2024-07-21,bing,summer_clearance,bing,summer_clearance,433163,61880,600
2024-07-22,google,always_on,google,always_on,303461,151730,6409
2024-07-22,bing,holiday_2024,bing,holiday_2024,309268,38658,1652
2024-07-22,email,holiday_2025,email,holiday_2025,366064,183032,8432
2024-07-23,google,holiday_2024,google,holiday_2024,319977,106659,1045
2024-07-23,bing,summer_clearance,bing,summer_clearance,62201,8885,50
2024-07-23,meta,holiday_2024,meta,holiday_2024,253759,42293,1292
2024-07-23,email,holiday_2024,email,holiday_2024,21418,10709,375
2024-07-24,google,always_on,google,always_on,114317,57158,2656
2024-07-24,bing,holiday_2024,bing,holiday_2024,42816,14272,407
2024-07-24,email,spring_sale,email,spring_sale,430147,61449,1353
2024-07-25,google,brand_search,google,brand_search,432873,54109,1009
2024-07-26,google,holiday_2025,google,holiday_2025,53558,13389,639
2024-07-26,bing,back_to_school,bing,back_to_school,311705,62341,2562
2024-07-26,meta,always_on,meta,always_on,163007,27167,171
2024-07-27,google,spring_sale,google,spring_sale,171290,28548,798
2024-07-27,meta,spring_sale,meta,spring_sale,137524,68762,1911
2024-07-27,email,brand_search,email,brand_search,477506,238753,2664
2024-07-28,bing,holiday_2024,bing,holiday_2024,179166,44791,894
2024-07-28,meta,spring_sale,meta,spring_sale,355363,59227,449
2024-07-28,email,always_on,email,always_on,169171,42292,1421
2024-07-29,google,spring_sale,google,spring_sale,338246,112748,1858
2024-07-29,meta,brand_search,meta,brand_search,157019,31403,802
2024-07-29,email,holiday_2024,email,holiday_2024,120876,24175,642
2024-07-30,bing,back_to_school,bing,back_to_school,172269,21533,857
2024-07-30,meta,brand_search,meta,brand_search,250229,50045,1131
2024-07-31,meta,back_to_school,meta,back_to_school,106914,53457,471
2024-07-31,email,always_on,email,always_on,132970,44323,440
2024-08-01,bing,summer_clearance,bing,summer_clearance,213673,30524,556
2024-08-01,email,brand_search,email,brand_search,271342,33917,669
2024-08-02,meta,always_on,meta,always_on,382095,191047,7452
2024-08-02,email,brand_search,email,brand_search,383436,76687,2096
2024-08-03,bing,holiday_2025,bing,holiday_2025,108383,15483,217
2024-08-03,email,always_on,email,always_on,122121,20353,726
2024-08-04,email,brand_search,email,brand_search,227662,56915,696
2024-08-05,bing,always_on,bing,always_on,445557,74259,409
2024-08-05,email,always_on,email,always_on,423135,84627,4068
2024-08-06,meta,brand_search,meta,brand_search,459006,91801,3096
2024-08-06,email,holiday_2024,email,holiday_2024,93901,13414,71
2024-08-07,google,holiday_2025,google,holiday_2025,28661,14330,74
2024-08-07,bing,holiday_2025,bing,holiday_2025,314544,78636,2315
2024-08-07,meta,holiday_2025,meta,holiday_2025,50827,7261,71
2024-08-08,google,always_on,google,always_on,78881,15776,352
2024-08-08,meta,back_to_school,meta,back_to_school,292417,73104,1852
2024-08-09,bing,brand_search,bing,brand_search,427837,213918,3591
2024-08-09,meta,always_on,meta,always_on,139709,17463,377
2024-08-09,email,always_on,email,always_on,213676,42735,1112
2024-08-10,google,holiday_2024,google,holiday_2024,388549,129516,950
2024-08-10,meta,back_to_school,meta,back_to_school,152241,30448,670
2024-08-11,google,brand_search,google,brand_search,319682,63936,2841
2024-08-11,bing,always_on,bing,always_on,194404,48601,697
2024-08-11,meta,holiday_2024,meta,holiday_2024,51045,25522,590
2024-08-11,email,back_to_school,email,back_to_school,446247,55780,1385
2024-08-12,bing,spring_sale,bing,spring_sale,190747,38149,502
2024-08-12,meta,brand_search,meta,brand_search,338704,84676,2416
2024-08-12,email,always_on,email,always_on,440038,220019,7008
2024-08-13,bing,holiday_2024,bing,holiday_2024,171694,34338,482
2024-08-13,email,holiday_2024,email,holiday_2024,203780,101890,691
2024-08-14,google,back_to_school,google,back_to_school,286530,35816,534
2024-08-14,bing,back_to_school,bing,back_to_school,360924,120308,3789
2024-08-14,meta,always_on,meta,always_on,308292,102764,2598
2024-08-14,email,back_to_school,email,back_to_school,331589,47369,1464
2024-08-15,meta,spring_sale,meta,spring_sale,386264,193132,8816
2024-08-15,email,brand_search,email,brand_search,408248,68041,932
2024-08-16,google,always_on,google,always_on,115375,23075,881
2024-08-17,bing,summer_clearance,bing,summer_clearance,120960,15120,168
2024-08-17,meta,always_on,meta,always_on,358361,71672,3007
2024-08-17,email,brand_search,email,brand_search,202719,25339,985
2024-08-18,google,spring_sale,google,spring_sale,315907,78976,1403
2024-08-18,meta,back_to_school,meta,back_to_school,179076,59692,2928
2024-08-18,email,always_on,email,always_on,259552,64888,814
2024-08-19,google,back_to_school,google,back_to_school,25682,4280,64
2024-08-19,bing,brand_search,bing,brand_search,204134,51033,1136
2024-08-19,meta,summer_clearance,meta,summer_clearance,265575,88525,3649
2024-08-19,email,holiday_2024,email,holiday_2024,458310,229155,3830
2024-08-20,bing,spring_sale,bing,spring_sale,90070,15011,135
2024-08-21,google,holiday_2025,google,holiday_2025,28405,3550,125
2024-08-21,bing,always_on,bing,always_on,338210,56368,422
2024-08-21,meta,holiday_2024,meta,holiday_2024,373838,46729,1568
2024-08-22,google,spring_sale,google,spring_sale,486694,97338,4658
2024-08-22,meta,holiday_2024,meta,holiday_2024,361586,51655,475
2024-08-23,google,summer_clearance,google,summer_clearance,28895,14447,246
2024-08-23,bing,brand_search,bing,brand_search,467502,66786,371
2024-08-24,google,holiday_2025,google,holiday_2025,322025,107341,1163
2024-08-24,bing,always_on,bing,always_on,73686,36843,632
2024-08-24,meta,holiday_2025,meta,holiday_2025,163076,23296,237
2024-08-24,email,spring_sale,email,spring_sale,359188,71837,1241
2024-08-25,google,spring_sale,google,spring_sale,355252,88813,3885
2024-08-25,bing,spring_sale,bing,spring_sale,274282,39183,807
2024-08-25,meta,back_to_school,meta,back_to_school,44609,8921,182
2024-08-25,email,brand_search,email,brand_search,231084,57771,2532
2024-08-26,google,back_to_school,google,back_to_school,52896,13224,631
2024-08-26,bing,summer_clearance,bing,summer_clearance,57660,7207,332
2024-08-26,email,spring_sale,email,spring_sale,423821,84764,3110
2024-08-27,bing,summer_clearance,bing,summer_clearance,221226,55306,2020
2024-08-27,meta,summer_clearance,meta,summer_clearance,497608,62201,776
2024-08-28,email,summer_clearance,email,summer_clearance,432295,54036,1536
2024-08-29,google,back_to_school,google,back_to_school,339180,56530,622
2024-08-29,bing,summer_clearance,bing,summer_clearance,271975,67993,3190
2024-08-29,email,spring_sale,email,spring_sale,307766,153883,2475
2024-08-30,google,always_on,google,always_on,254131,127065,5705
2024-08-30,bing,brand_search,bing,brand_search,206874,25859,1148
2024-08-30,meta,brand_search,meta,brand_search,50393,10078,145
2024-08-30,email,summer_clearance,email,summer_clearance,21604,3086,98
2024-08-31,google,spring_sale,google,spring_sale,496172,82695,3180
2024-08-31,meta,always_on,meta,always_on,147309,24551,720
2024-08-31,email,always_on,email,always_on,256937,85645,3311
2024-09-01,google,always_on,google,always_on,225418,28177,269
2024-09-01,email,summer_clearance,email,summer_clearance,108538,27134,207
2024-09-02,meta,holiday_2024,meta,holiday_2024,248116,49623,720
2024-09-03,bing,brand_search,bing,brand_search,74208,14841,174
2024-09-03,meta,holiday_2024,meta,holiday_2024,41144,10286,105
2024-09-04,google,spring_sale,google,spring_sale,335586,47940,382
2024-09-04,bing,always_on,bing,always_on,219120,31302,1394
2024-09-04,meta,always_on,meta,always_on,310790,103596,2990
2024-09-05,bing,holiday_2025,bing,holiday_2025,420248,84049,2001
2024-09-06,email,summer_clearance,email,summer_clearance,432290,144096,3968
2024-09-07,google,brand_search,google,brand_search,11450,2290,73
2024-09-07,bing,spring_sale,bing,spring_sale,332456,66491,3307
2024-09-07,meta,summer_clearance,meta,summer_clearance,452986,64712,1169
2024-09-08,meta,holiday_2025,meta,holiday_2025,62427,12485,192
2024-09-08,email,spring_sale,email,spring_sale,223364,37227,954
2024-09-09,bing,holiday_2024,bing,holiday_2024,449018,64145,813
2024-09-09,email,holiday_2025,email,holiday_2025,239746,47949,2352
2024-09-10,email,holiday_2025,email,holiday_2025,385971,128657,6041
2024-09-11,bing,always_on,bing,always_on,307890,43984,287
2024-09-11,meta,always_on,meta,always_on,180956,60318,946
2024-09-11,email,always_on,email,always_on,132340,16542,99
2024-09-12,google,holiday_2025,google,holiday_2025,228884,57221,1416
2024-09-12,bing,brand_search,bing,brand_search,225010,32144,1354
2024-09-12,meta,brand_search,meta,brand_search,203734,33955,1436
2024-09-12,email,always_on,email,always_on,57036,11407,148
2024-09-13,google,always_on,google,always_on,149907,18738,834
2024-09-13,bing,summer_clearance,bing,summer_clearance,375444,187722,3045
2024-09-13,meta,spring_sale,meta,spring_sale,96676,32225,647
2024-09-14,google,brand_search,google,brand_search,30638,5106,251
2024-09-14,bing,spring_sale,bing,spring_sale,180154,22519,115
2024-09-14,email,brand_search,email,brand_search,145690,36422,720
2024-09-15,meta,brand_search,meta,brand_search,413825,68970,3238
2024-09-16,google,brand_search,google,brand_search,395029,131676,2517
2024-09-16,meta,spring_sale,meta,spring_sale,179931,35986,922
2024-09-17,google,always_on,google,always_on,467015,58376,1922
2024-09-17,meta,holiday_2025,meta,holiday_2025,214267,107133,4439
2024-09-17,email,holiday_2025,email,holiday_2025,430173,71695,2225
2024-09-18,bing,brand_search,bing,brand_search,22740,5685,242
2024-09-18,email,holiday_2024,email,holiday_2024,142570,17821,284
2024-09-19,bing,holiday_2024,bing,holiday_2024,171754,24536,1154
2024-09-19,meta,always_on,meta,always_on,273807,45634,800
2024-09-19,email,back_to_school,email,back_to_school,396375,49546,823
2024-09-20,google,always_on,google,always_on,102615,12826,282
2024-09-20,bing,back_to_school,bing,back_to_school,437049,72841,3102
2024-09-20,meta,brand_search,meta,brand_search,407945,101986,1215
2024-09-20,email,spring_sale,email,spring_sale,345095,86273,2003
2024-09-22,google,summer_clearance,google,summer_clearance,260138,52027,753
2024-09-22,bing,spring_sale,bing,spring_sale,80902,11557,497
2024-09-22,email,brand_search,email,brand_search,467329,93465,4050
2024-09-23,bing,holiday_2025,bing,holiday_2025,406405,203202,3129
2024-09-23,email,always_on,email,always_on,270880,38697,1600
2024-09-24,google,spring_sale,google,spring_sale,477446,238723,1358
2024-09-24,meta,brand_search,meta,brand_search,389504,97376,872
2024-09-24,email,summer_clearance,email,summer_clearance,186342,62114,3046
2024-09-25,google,always_on,google,always_on,237066,59266,1240
2024-09-26,bing,summer_clearance,bing,summer_clearance,124146,24829,792
2024-09-26,meta,brand_search,meta,brand_search,145400,29080,161
2024-09-27,email,always_on,email,always_on,272425,38917,1733
2024-09-29,bing,spring_sale,bing,spring_sale,446275,55784,1065
2024-09-29,meta,holiday_2024,meta,holiday_2024,349198,69839,2846
2024-09-29,email,always_on,email,always_on,48731,6961,187
2024-09-30,google,brand_search,google,brand_search,46375,15458,617
2024-09-30,bing,holiday_2024,bing,holiday_2024,40850,8170,262
2024-09-30,meta,back_to_school,meta,back_to_school,194021,24252,838
2024-09-30,email,brand_search,email,brand_search,75598,10799,194
2024-10-01,google,summer_clearance,google,summer_clearance,91722,11465,424
2024-10-01,email,always_on,email,always_on,346146,57691,2760
2024-10-02,google,back_to_school,google,back_to_school,157839,31567,1102
2024-10-02,bing,holiday_2024,bing,holiday_2024,317250,39656,588
2024-10-02,meta,summer_clearance,meta,summer_clearance,53925,6740,331
2024-10-03,google,summer_clearance,google,summer_clearance,63065,15766,323
2024-10-03,email,always_on,email,always_on,485372,161790,3173
2024-10-04,google,spring_sale,google,spring_sale,209106,69702,3179
2024-10-04,bing,always_on,bing,always_on,288566,57713,2513
2024-10-04,meta,spring_sale,meta,spring_sale,261639,32704,1032
2024-10-04,email,brand_search,email,brand_search,464198,154732,7445
2024-10-05,bing,brand_search,bing,brand_search,489307,61163,2909
2024-10-05,meta,summer_clearance,meta,summer_clearance,424782,212391,8710
2024-10-06,google,holiday_2025,google,holiday_2025,247444,35349,1248
2024-10-06,meta,back_to_school,meta,back_to_school,410595,205297,6759
2024-10-06,email,holiday_2024,email,holiday_2024,166324,33264,955
2024-10-07,google,brand_search,google,brand_search,483119,60389,974
2024-10-07,meta,holiday_2025,meta,holiday_2025,444945,74157,3265
2024-10-08,bing,back_to_school,bing,back_to_school,77131,12855,447
2024-10-08,meta,summer_clearance,meta,summer_clearance,95241,13605,354
2024-10-08,email,always_on,email,always_on,394313,78862,3665
2024-10-09,google,always_on,google,always_on,125308,41769,788
2024-10-09,meta,holiday_2025,meta,holiday_2025,330472,165236,1546
2024-10-10,google,summer_clearance,google,summer_clearance,259260,51852,1715
2024-10-10,bing,summer_clearance,bing,summer_clearance,91641,11455,202
2024-10-10,meta,spring_sale,meta,spring_sale,444028,55503,2242
2024-10-11,google,brand_search,google,brand_search,16712,2785,45
2024-10-11,email,back_to_school,email,back_to_school,200033,66677,2648
2024-10-12,bing,holiday_2024,bing,holiday_2024,433635,216817,7592
2024-10-12,email,brand_search,email,brand_search,290887,72721,900
2024-10-13,google,holiday_2025,google,holiday_2025,294459,49076,675
2024-10-13,email,summer_clearance,email,summer_clearance,154143,30828,159
2024-10-14,google,summer_clearance,google,summer_clearance,136973,34243,1583
2024-10-14,bing,always_on,bing,always_on,311145,103715,2714
2024-10-14,meta,summer_clearance,meta,summer_clearance,84588,42294,334
2024-10-15,bing,brand_search,bing,brand_search,352819,117606,3996
2024-10-16,bing,summer_clearance,bing,summer_clearance,141275,17659,697
2024-10-16,email,brand_search,email,brand_search,432428,61775,1048
2024-10-17,bing,back_to_school,bing,back_to_school,493452,82242,1212
2024-10-17,meta,back_to_school,meta,back_to_school,270176,90058,1624
2024-10-17,email,always_on,email,always_on,318756,53126,1782
2024-10-18,google,back_to_school,google,back_to_school,384252,192126,3074
2024-10-18,bing,always_on,bing,always_on,128797,64398,2684
2024-10-18,email,spring_sale,email,spring_sale,89871,17974,587
2024-10-19,email,holiday_2024,email,holiday_2024,254697,63674,2852
2024-10-20,bing,spring_sale,bing,spring_sale,178018,35603,864
2024-10-20,email,back_to_school,email,back_to_school,160060,53353,2569
2024-10-21,google,back_to_school,google,back_to_school,294025,49004,1658
2024-10-21,bing,summer_clearance,bing,summer_clearance,85140,21285,879
2024-10-22,google,holiday_2024,google,holiday_2024,53603,13400,351
2024-10-22,meta,brand_search,meta,brand_search,352327,117442,1937
2024-10-23,google,holiday_2024,google,holiday_2024,486976,60872,2959
2024-10-23,bing,summer_clearance,bing,summer_clearance,310632,103544,3184
2024-10-23,meta,spring_sale,meta,spring_sale,117088,14636,516
2024-10-24,google,holiday_2024,google,holiday_2024,418975,69829,707
2024-10-24,bing,back_to_school,bing,back_to_school,441486,55185,658
2024-10-24,email,always_on,email,always_on,138238,69119,531
2024-10-25,bing,spring_sale,bing,spring_sale,217701,108850,3109
2024-10-25,meta,brand_search,meta,brand_search,280618,56123,307
2024-10-26,bing,holiday_2025,bing,holiday_2025,305075,61015,2479
2024-10-26,meta,brand_search,meta,brand_search,88672,29557,448
2024-10-27,google,summer_clearance,google,summer_clearance,337075,112358,1893
2024-10-27,meta,holiday_2025,meta,holiday_2025,63816,31908,535
2024-10-27,email,summer_clearance,email,summer_clearance,286411,47735,1026
2024-10-28,google,back_to_school,google,back_to_school,461479,230739,7422
2024-10-28,bing,spring_sale,bing,spring_sale,207299,25912,975
2024-10-28,email,holiday_2025,email,holiday_2025,215974,35995,494
2024-10-29,google,summer_clearance,google,summer_clearance,130217,16277,306
2024-10-29,bing,brand_search,bing,brand_search,215043,53760,2442
2024-10-30,google,spring_sale,google,spring_sale,420315,70052,1178
2024-10-30,bing,holiday_2025,bing,holiday_2025,305968,152984,1446
2024-10-30,email,holiday_2024,email,holiday_2024,77172,15434,542
2024-10-31,google,always_on,google,always_on,103501,34500,338
2024-10-31,bing,spring_sale,bing,spring_sale,428693,53586,713
2024-10-31,meta,holiday_2025,meta,holiday_2025,263299,65824,2688
2024-11-01,bing,brand_search,bing,brand_search,264896,88298,3440
2024-11-01,meta,back_to_school,meta,back_to_school,304215,43459,1086
2024-11-01,email,holiday_2025,email,holiday_2025,471960,117990,1564
2024-11-02,meta,summer_clearance,meta,summer_clearance,110864,22172,1100
2024-11-02,email,holiday_2024,email,holiday_2024,356582,50940,999
2024-11-03,bing,brand_search,bing,brand_search,13682,3420,122
2024-11-03,meta,back_to_school,meta,back_to_school,410135,58590,969
2024-11-04,google,always_on,google,always_on,311935,44562,1983
2024-11-04,bing,back_to_school,bing,back_to_school,268218,89406,620
2024-11-04,email,holiday_2025,email,holiday_2025,257777,64444,1324
2024-11-05,bing,spring_sale,bing,spring_sale,106066,35355,1304
2024-11-05,meta,brand_search,meta,brand_search,46745,11686,514
2024-11-05,email,holiday_2024,email,holiday_2024,95559,31853,1003
2024-11-06,bing,spring_sale,bing,spring_sale,178409,35681,725
2024-11-06,meta,back_to_school,meta,back_to_school,334866,41858,1811
2024-11-06,email,holiday_2025,email,holiday_2025,472323,157441,5362
2024-11-07,google,holiday_2025,google,holiday_2025,490122,81687,3311
2024-11-07,bing,summer_clearance,bing,summer_clearance,208767,34794,532
2024-11-08,google,holiday_2025,google,holiday_2025,5772,962,15
2024-11-08,meta,always_on,meta,always_on,17886,8943,438
2024-11-08,email,summer_clearance,email,summer_clearance,242042,121021,4392
2024-11-10,google,always_on,google,always_on,477167,68166,678
2024-11-10,bing,holiday_2025,bing,holiday_2025,179116,29852,688
2024-11-11,google,always_on,google,always_on,388938,55562,2634
2024-11-11,bing,holiday_2025,bing,holiday_2025,303332,75833,2358
2024-11-11,email,always_on,email,always_on,340987,68197,682
2024-11-12,bing,spring_sale,bing,spring_sale,198982,99491,1440
2024-11-13,google,summer_clearance,google,summer_clearance,385403,192701,8495
2024-11-13,bing,back_to_school,bing,back_to_school,399534,99883,4607
2024-11-13,meta,spring_sale,meta,spring_sale,399034,199517,4400
2024-11-13,email,back_to_school,email,back_to_school,34831,4353,121
2024-11-14,meta,brand_search,meta,brand_search,329920,164960,4107
2024-11-15,email,back_to_school,email,back_to_school,367909,52558,916
2024-11-16,bing,holiday_2024,bing,holiday_2024,52454,6556,272
2024-11-16,meta,holiday_2025,meta,holiday_2025,333109,41638,1974
2024-11-16,email,always_on,email,always_on,442713,221356,1391
2024-11-17,google,summer_clearance,google,summer_clearance,349988,69997,2622
2024-11-17,meta,back_to_school,meta,back_to_school,18551,2650,107
2024-11-17,email,holiday_2025,email,holiday_2025,407108,135702,763
2024-11-18,bing,back_to_school,bing,back_to_school,159368,53122,443
2024-11-19,google,holiday_2024,google,holiday_2024,345053,172526,2414
2024-11-19,meta,summer_clearance,meta,summer_clearance,319966,106655,4087
2024-11-19,email,back_to_school,email,back_to_school,252270,50454,2030
2024-11-20,google,holiday_2024,google,holiday_2024,15388,1923,44
2024-11-21,google,spring_sale,google,spring_sale,92031,46015,796
2024-11-21,bing,holiday_2024,bing,holiday_2024,226567,37761,935
2024-11-21,email,brand_search,email,brand_search,399125,66520,1224
2024-11-22,google,back_to_school,google,back_to_school,29266,9755,433
2024-11-22,bing,always_on,bing,always_on,104751,13093,409
2024-11-22,meta,brand_search,meta,brand_search,421155,60165,1750
2024-11-22,email,holiday_2025,email,holiday_2025,12501,6250,201
2024-11-23,google,holiday_2025,google,holiday_2025,332365,41545,1083
2024-11-23,bing,holiday_2024,bing,holiday_2024,123464,20577,208
2024-11-23,meta,summer_clearance,meta,summer_clearance,77075,9634,356
2024-11-24,google,spring_sale,google,spring_sale,150054,21436,697
2024-11-24,bing,summer_clearance,bing,summer_clearance,267255,133627,1406
2024-11-24,meta,brand_search,meta,brand_search,277646,69411,2674
2024-11-24,email,always_on,email,always_on,354140,50591,1423
2024-11-25,bing,spring_sale,bing,spring_sale,212709,35451,390
2024-11-25,meta,holiday_2024,meta,holiday_2024,484624,121156,1086
2024-11-26,bing,spring_sale,bing,spring_sale,303718,37964,1840
2024-11-26,meta,holiday_2024,meta,holiday_2024,279029,139514,4932
2024-11-26,email,always_on,email,always_on,61654,12330,69
2024-11-27,google,summer_clearance,google,summer_clearance,388244,194122,4200
2024-11-27,bing,holiday_2025,bing,holiday_2025,204904,102452,4433
2024-11-27,meta,holiday_2024,meta,holiday_2024,351167,175583,7648
2024-11-27,email,back_to_school,email,back_to_school,301712,60342,2243
2024-11-28,google,summer_clearance,google,summer_clearance,56023,14005,583
2024-11-28,bing,back_to_school,bing,back_to_school,320602,106867,2246
2024-11-28,email,holiday_2025,email,holiday_2025,415080,138360,6170
2024-11-29,google,brand_search,google,brand_search,396670,198335,8709
2024-11-29,bing,back_to_school,bing,back_to_school,186058,23257,1126
2024-11-29,meta,holiday_2024,meta,holiday_2024,492650,61581,2801
2024-11-30,email,spring_sale,email,spring_sale,123909,61954,675
2024-12-01,google,spring_sale,google,spring_sale,31705,3963,94
2024-12-01,bing,brand_search,bing,brand_search,185999,92999,3641
2024-12-01,meta,spring_sale,meta,spring_sale,432028,144009,6682
2024-12-01,email,spring_sale,email,spring_sale,51532,25766,190
2024-12-02,google,brand_search,google,brand_search,161149,40287,903
2024-12-02,bing,holiday_2024,bing,holiday_2024,271707,67926,2641
2024-12-02,meta,summer_clearance,meta,summer_clearance,296063,148031,1434
2024-12-02,email,always_on,email,always_on,240061,30007,734
2024-12-03,bing,spring_sale,bing,spring_sale,60183,30091,947
2024-12-03,meta,always_on,meta,always_on,232888,58222,325
2024-12-04,google,holiday_2024,google,holiday_2024,458087,57260,530
2024-12-04,bing,brand_search,bing,brand_search,267269,44544,1663
2024-12-04,meta,holiday_2024,meta,holiday_2024,140840,70420,1411
2024-12-04,email,back_to_school,email,back_to_school,432681,216340,4859
2024-12-05,meta,brand_search,meta,brand_search,312565,156282,4192
2024-12-05,email,always_on,email,always_on,472534,94506,1511
2024-12-06,bing,holiday_2024,bing,holiday_2024,164376,23482,1105
2024-12-06,meta,holiday_2025,meta,holiday_2025,81983,11711,134
2024-12-06,email,always_on,email,always_on,368825,92206,1920
2024-12-07,google,brand_search,google,brand_search,143934,35983,1547
2024-12-07,meta,brand_search,meta,brand_search,172938,43234,613
2024-12-08,google,brand_search,google,brand_search,136814,19544,971
2024-12-08,bing,holiday_2025,bing,holiday_2025,68234,22744,413
2024-12-08,meta,summer_clearance,meta,summer_clearance,22666,7555,41
2024-12-09,google,back_to_school,google,back_to_school,139616,23269,605
2024-12-09,bing,spring_sale,bing,spring_sale,5061,1265,49
2024-12-09,meta,brand_search,meta,brand_search,440104,110026,4588
2024-12-10,bing,spring_sale,bing,spring_sale,258645,43107,838
2024-12-11,google,brand_search,google,brand_search,303196,50532,1291
2024-12-11,bing,brand_search,bing,brand_search,458110,57263,756
2024-12-12,meta,summer_clearance,meta,summer_clearance,35591,17795,677
2024-12-12,email,brand_search,email,brand_search,450819,64402,2066
2024-12-13,bing,always_on,bing,always_on,440062,88012,3333
2024-12-13,meta,back_to_school,meta,back_to_school,86074,17214,298
2024-12-14,bing,holiday_2025,bing,holiday_2025,8812,1762,40
2024-12-14,email,brand_search,email,brand_search,417880,59697,567
2024-12-16,bing,brand_search,bing,brand_search,152709,50903,738
2024-12-16,meta,back_to_school,meta,back_to_school,195957,39191,469
2024-12-16,email,brand_search,email,brand_search,140231,46743,572
2024-12-17,google,always_on,google,always_on,424022,212011,10176
2024-12-17,bing,back_to_school,bing,back_to_school,137670,68835,3211
2024-12-17,email,always_on,email,always_on,95753,15958,289
2024-12-18,bing,brand_search,bing,brand_search,194693,27813,309
2024-12-18,meta,always_on,meta,always_on,385841,55120,521
2024-12-19,google,holiday_2025,google,holiday_2025,57081,8154,189
2024-12-19,meta,holiday_2025,meta,holiday_2025,404436,57776,2589
2024-12-19,email,always_on,email,always_on,282199,35274,1496
2024-12-20,meta,summer_clearance,meta,summer_clearance,313744,52290,1020
2024-12-21,google,always_on,google,always_on,77927,9740,374
2024-12-21,meta,always_on,meta,always_on,390192,195096,8001
2024-12-21,email,brand_search,email,brand_search,63585,31792,721
