order_item_id,order_id,product_id,quantity,unit_price_cents,discount_cents
1059,369,101,4,5194,0
1060,369,80,3,12272,0
1061,370,83,2,6769,0
1062,370,64,4,7238,0
1063,371,27,1,13324,0
1064,372,75,4,11852,0
1065,372,46,2,14724,2944
1066,373,7,3,11612,0
1067,373,110,3,17269,0
1068,374,80,3,12272,0
1069,374,8,1,7345,0
1070,374,34,1,4003,0
1071,374,55,3,16404,0
1072,374,118,1,20883,0
1073,375,93,1,12182,0
1074,375,10,4,11118,0
1075,375,80,1,12272,1227
1076,375,17,3,12746,0
1077,375,5,4,14566,0
1078,376,70,4,7120,0
1079,376,99,1,3788,0
1080,377,16,3,16574,0
1081,377,44,4,3661,0
1082,377,30,1,7873,0
1083,377,30,4,7873,6298
1084,378,37,1,7138,0
1085,378,79,2,3449,0
1086,379,119,2,9676,0
1087,379,39,3,14312,0
1088,379,116,2,17316,0
1089,380,112,2,12552,0
1090,380,72,2,12991,0
1091,381,3,4,10120,0
1092,382,3,4,10120,0
1093,382,6,2,18154,0
1094,382,24,4,4614,0
1095,382,87,3,7728,0
1096,383,101,1,5194,0
1097,383,111,4,3435,0
1098,384,75,3,11852,0
1099,384,49,4,12310,0
1100,384,17,1,12746,0
1101,384,91,3,13920,0
1102,385,35,3,6275,3765
1103,385,2,1,12227,0
1104,385,87,3,7728,0
1105,386,72,3,12991,3897
1106,386,24,3,4614,0
1107,386,34,4,4003,0
1108,386,82,2,18424,0
1109,386,81,1,5592,0
1110,387,3,3,10120,0
1111,387,6,2,18154,0
1112,387,10,4,11118,0
1113,388,19,1,11142,0
1114,388,105,3,3889,0
1115,388,54,3,6057,0
1116,389,108,3,13203,0
1117,389,104,3,12378,3713
1118,390,97,4,10963,0
1119,390,16,1,16574,0
1120,390,87,4,7728,0
1121,390,25,3,6048,0
1122,390,32,3,4849,0
1123,391,10,3,11118,0
1124,391,79,2,3449,0
1125,391,55,2,16404,0
1126,391,110,2,17269,0
1127,391,104,4,12378,0
1128,392,55,2,16404,0
1129,392,82,2,18424,3684
1130,392,2,2,12227,0
1131,392,34,4,4003,0
1132,393,50,4,5963,0
1133,393,52,2,10169,0
1134,393,44,3,3661,0
1135,393,80,1,12272,0
1136,393,10,3,11118,3335
1137,394,97,2,10963,4385
1138,394,109,1,6041,0
1139,395,36,1,3094,0
1140,395,65,3,4507,0
1141,395,68,4,17200,0
1142,395,50,3,5963,0
1143,395,6,2,18154,0
1144,396,58,2,3065,0
1145,396,34,1,4003,0
1146,396,19,1,11142,0
1147,396,112,2,12552,0
1148,397,68,2,17200,0
1149,397,15,1,3311,0
1150,397,57,4,3774,0
1151,397,115,2,18515,0
1152,398,60,1,11428,0
1153,398,119,1,9676,0
1154,398,94,3,8255,0
1155,399,18,4,12060,0
1156,399,90,2,14361,0
1157,400,68,2,17200,0
1158,401,49,2,12310,0
1159,401,63,2,14052,0
1160,401,117,3,8203,0
1161,401,64,4,7238,0
1162,401,71,4,13141,0
1163,402,15,2,3311,0
1164,402,41,1,17486,0
1165,402,51,2,5425,1085
1166,402,112,4,12552,0
1167,403,90,3,14361,0
1168,403,108,4,13203,0
1169,403,34,1,4003,0
1170,404,80,3,12272,0
1171,405,9,1,9664,0
1172,405,47,2,3212,1284
1173,405,51,2,5425,0
1174,405,21,3,6065,0
1175,405,28,2,8632,0
1176,406,30,2,7873,0
1177,407,66,4,16085,0
1178,408,105,3,3889,0
1179,408,100,1,2846,0
1180,408,60,2,11428,0
1181,409,93,2,12182,0
1182,409,65,4,4507,3605
1183,409,95,1,15500,0
1184,410,19,1,11142,0
1185,410,22,2,1139,227
1186,410,77,2,9170,0
1187,411,54,3,6057,0
1188,411,5,3,14566,0
1189,411,78,4,6042,0
1190,412,42,4,5301,4240
1191,412,73,1,4313,431
1192,413,5,4,14566,0
1193,414,57,3,3774,0
1194,415,38,2,2380,0
1195,415,68,3,17200,0
1196,416,62,1,8096,0
1197,416,40,2,3223,0
1198,417,118,2,20883,0
1199,417,2,2,12227,0
1200,417,110,4,17269,0
1201,417,40,3,3223,0
1202,417,52,3,10169,0
1203,418,17,4,12746,0
1204,419,88,4,5121,0
1205,419,1,2,9280,0
1206,419,107,2,9833,0
1207,419,62,1,8096,0
1208,419,119,1,9676,0
1209,420,94,4,8255,0
1210,420,112,3,12552,0
1211,420,118,2,20883,0
1212,420,95,2,15500,6200
1213,421,114,4,10947,0
1214,421,97,4,10963,0
1215,421,73,2,4313,0
1216,422,43,1,6697,0
1217,422,66,1,16085,0
1218,422,5,3,14566,0
1219,423,79,4,3449,0
1220,423,62,1,8096,0
1221,423,4,2,14188,0
1222,423,116,2,17316,0
1223,424,36,2,3094,0
1224,424,99,1,3788,0
1225,424,90,3,14361,0
1226,424,120,3,5893,0
1227,424,88,4,5121,0
1228,425,58,1,3065,0
1229,425,26,4,20438,0
1230,426,112,1,12552,0
1231,426,61,1,14827,0
1232,426,12,2,12827,0
1233,426,41,1,17486,0
1234,426,28,3,8632,0
1235,427,23,3,9609,0
1236,427,41,4,17486,0
1237,427,25,3,6048,0
1238,428,59,2,15685,0
1239,428,111,4,3435,0
1240,428,74,2,10688,2137
1241,428,45,3,9792,0
1242,428,93,3,12182,0
1243,429,62,2,8096,0
1244,429,42,3,5301,0
1245,430,44,1,3661,0
1246,430,46,3,14724,0
1247,430,71,2,13141,2628
1248,431,33,3,3249,0
1249,431,63,4,14052,0
1250,432,52,1,10169,0
1251,432,22,3,1139,683
1252,432,26,2,20438,0
1253,432,43,1,6697,0
1254,432,106,2,6244,1248
1255,433,31,2,14346,0
1256,433,96,2,13341,0
1257,434,88,4,5121,0
1258,434,102,1,19317,0
1259,434,41,2,17486,0
1260,434,42,3,5301,1590
1261,435,103,2,5913,0
1262,435,44,1,3661,0
1263,436,39,4,14312,0
1264,436,50,2,5963,0
1265,437,21,4,6065,0
1266,437,111,1,3435,0
1267,438,50,4,5963,0
1268,438,85,4,16803,0
1269,438,7,3,11612,0
1270,438,99,1,3788,0
1271,438,107,4,9833,0
1272,439,20,1,5873,0
1273,440,6,1,18154,1815
1274,440,47,1,3212,0
1275,440,33,4,3249,0
1276,441,42,3,5301,0
1277,441,78,1,6042,0
1278,441,5,4,14566,0
1279,441,11,1,9600,0
1280,442,74,4,10688,0
1281,442,42,3,5301,0
1282,442,79,1,3449,0
1283,442,96,1,13341,0
1284,442,83,3,6769,0
1285,443,106,2,6244,0
1286,444,36,2,3094,0
1287,444,88,1,5121,0
1288,444,24,3,4614,0
1289,444,54,2,6057,0
1290,445,94,3,8255,0
1291,446,73,1,4313,0
1292,446,41,3,17486,0
1293,446,61,4,14827,0
1294,446,93,2,12182,0
1295,447,38,3,2380,0
1296,447,61,1,14827,0
1297,447,76,2,7617,0
1298,448,17,4,12746,0
1299,448,113,1,7539,0
1300,448,28,2,8632,3452
1301,448,38,2,2380,476
1302,448,72,4,12991,0
1303,449,29,4,2518,0
1304,449,61,3,14827,4448
1305,449,21,2,6065,0
1306,449,1,3,9280,0
1307,450,81,2,5592,0
1308,451,91,1,13920,0
1309,451,100,4,2846,0
1310,451,115,2,18515,0
1311,451,60,3,11428,0
1312,452,61,4,14827,0
1313,452,79,4,3449,0
1314,452,61,1,14827,0
1315,452,116,2,17316,0
1316,452,96,1,13341,0
1317,453,16,1,16574,0
1318,453,110,1,17269,0
1319,453,51,1,5425,0
1320,453,95,4,15500,0
1321,453,16,1,16574,0
1322,454,27,3,13324,0
1323,454,84,1,17517,0
1324,454,94,4,8255,0
1325,454,44,3,3661,0
1326,455,37,1,7138,0
1327,455,48,3,16373,0
1328,455,95,2,15500,0
1329,455,40,4,3223,0
1330,455,20,2,5873,0
1331,456,34,3,4003,2401
1332,457,48,4,16373,6549
1333,457,84,2,17517,3503
1334,457,23,4,9609,0
1335,457,88,1,5121,0
1336,457,40,2,3223,0
1337,458,83,1,6769,1353
1338,458,119,2,9676,0
1339,458,88,1,5121,0
1340,458,13,3,11749,0
1341,458,35,1,6275,0
1342,459,30,4,7873,0
1343,459,79,3,3449,0
1344,460,102,4,19317,0
1345,460,70,1,7120,0
1346,460,83,1,6769,0
1347,460,15,4,3311,0
1348,460,26,1,20438,0
1349,461,108,4,13203,0
1350,461,101,4,5194,0
1351,461,65,2,4507,0
1352,461,63,3,14052,0
1353,461,34,2,4003,0
1354,462,62,4,8096,0
1355,462,9,4,9664,0
1356,462,13,4,11749,0
1357,462,91,2,13920,0
1358,462,14,2,11445,0
1359,463,25,4,6048,0
1360,463,80,2,12272,0
1361,464,48,2,16373,0
1362,464,97,3,10963,0
1363,464,59,3,15685,0
1364,465,103,3,5913,0
1365,465,94,2,8255,0
1366,465,95,3,15500,0
1367,465,48,1,16373,0
1368,466,32,2,4849,0
1369,467,32,3,4849,2909
1370,467,49,1,12310,0
1371,467,83,3,6769,0
1372,467,48,4,16373,0
1373,468,77,3,9170,0
1374,468,73,1,4313,0
1375,469,116,3,17316,0
1376,470,90,3,14361,0
1377,470,100,1,2846,0
1378,471,3,4,10120,8096
1379,471,116,3,17316,5194
1380,471,37,3,7138,0
1381,472,75,4,11852,0
1382,473,85,3,16803,0
1383,473,84,3,17517,0
1384,474,3,1,10120,0
1385,474,56,2,6365,0
1386,474,29,3,2518,0
1387,474,85,2,16803,6721
1388,475,113,1,7539,1507
1389,475,45,1,9792,0
1390,475,41,2,17486,0
1391,475,26,3,20438,0
1392,475,35,2,6275,0
1393,476,49,1,12310,0
1394,476,52,2,10169,0
1395,477,101,2,5194,0
1396,477,64,3,7238,0
1397,478,1,4,9280,3712
1398,479,93,1,12182,0
1399,479,108,4,13203,0
1400,480,20,2,5873,0
1401,480,102,1,19317,0
1402,480,107,2,9833,0
1403,480,48,4,16373,6549
1404,480,23,2,9609,0
1405,481,82,3,18424,0
1406,481,81,3,5592,0
1407,481,4,3,14188,0
1408,481,62,1,8096,0
1409,482,12,4,12827,0
1410,482,62,4,8096,6476
1411,483,47,1,3212,0
1412,483,100,2,2846,0
1413,483,67,2,7048,0
1414,483,29,1,2518,251
1415,483,37,1,7138,0
1416,484,102,2,19317,0
1417,484,48,2,16373,0
1418,484,113,1,7539,753
1419,485,21,4,6065,0
1420,485,75,4,11852,0
1421,486,100,3,2846,0
1422,487,88,3,5121,0
1423,488,16,3,16574,0
1424,489,25,2,6048,0
1425,489,104,1,12378,0
1426,489,100,3,2846,0
1427,489,104,2,12378,0
1428,489,69,1,6832,0
1429,490,29,2,2518,0
1430,490,80,4,12272,0
1431,490,7,4,11612,0
1432,490,120,4,5893,2357
1433,490,42,2,5301,0
1434,491,78,1,6042,0
1435,491,54,2,6057,0
1436,491,110,2,17269,0
1437,491,51,2,5425,0
1438,491,51,2,5425,0
1439,492,96,2,13341,0
1440,493,62,2,8096,0
1441,493,39,1,14312,0
1442,493,80,4,12272,0
1443,493,117,3,8203,0
1444,493,49,3,12310,0
1445,494,102,3,19317,0
1446,494,14,1,11445,2289
1447,494,78,3,6042,0
1448,494,113,4,7539,3015
1449,495,43,4,6697,0
1450,495,33,3,3249,0
1451,495,13,4,11749,0
1452,495,65,2,4507,0
1453,495,88,3,5121,0
1454,496,6,1,18154,0
1455,496,106,1,6244,0
1456,496,16,2,16574,0
1457,496,90,4,14361,0
1458,497,88,1,5121,0
1459,497,24,1,4614,0
1460,497,43,1,6697,0
1461,497,54,1,6057,0
1462,498,93,3,12182,0
1463,498,27,3,13324,0
1464,498,104,2,12378,0
1465,498,43,3,6697,0
1466,499,41,4,17486,0
1467,499,101,4,5194,0
1468,499,114,4,10947,0
1469,499,108,4,13203,0
1470,500,23,4,9609,0
1471,500,10,2,11118,0
1472,500,95,4,15500,0
1473,500,95,3,15500,0
1474,500,51,2,5425,0
1475,501,20,3,5873,0
1476,501,29,2,2518,0
1477,501,29,4,2518,0
1478,501,28,2,8632,0
1479,501,32,1,4849,484
1480,502,100,3,2846,0
1481,502,107,3,9833,0
1482,502,47,2,3212,0
1483,502,46,1,14724,0
1484,503,14,2,11445,4578
1485,503,110,2,17269,0
1486,503,75,1,11852,0
1487,504,119,3,9676,0
1488,505,95,4,15500,0
1489,506,43,2,6697,0
1490,506,117,4,8203,0
1491,506,71,3,13141,7884
1492,507,97,2,10963,0
1493,507,78,2,6042,0
1494,508,108,4,13203,0
1495,508,62,2,8096,0
1496,508,13,3,11749,0
1497,508,94,4,8255,3302
1498,509,69,3,6832,0
1499,510,2,1,12227,0
1500,510,40,1,3223,644
1501,510,74,3,10688,0
1502,510,25,4,6048,0
1503,510,28,3,8632,0
1504,511,4,1,14188,0
1505,511,108,3,13203,0
1506,511,45,2,9792,0
1507,511,22,1,1139,0
1508,512,44,2,3661,0
1509,513,108,1,13203,0
1510,513,87,3,7728,4636
1511,513,75,4,11852,0
1512,513,37,3,7138,0
1513,514,42,4,5301,0
1514,515,100,2,2846,0
1515,515,99,1,3788,0
1516,515,7,3,11612,0
1517,515,46,1,14724,1472
1518,515,99,2,3788,0
1519,516,65,2,4507,0
1520,516,80,1,12272,0
1521,517,48,4,16373,0
1522,517,19,2,11142,0
1523,518,110,4,17269,0
1524,518,112,2,12552,2510
1525,518,33,1,3249,0
1526,518,51,1,5425,0
1527,519,9,2,9664,0
1528,519,22,3,1139,341
1529,519,37,3,7138,0
1530,519,74,3,10688,0
1531,520,17,1,12746,0
1532,520,14,1,11445,0
1533,521,58,1,3065,0
1534,521,66,2,16085,0
1535,522,51,4,5425,0
1536,523,112,2,12552,0
1537,524,81,2,5592,0
1538,525,103,1,5913,0
1539,525,74,1,10688,0
1540,525,110,4,17269,6907
1541,525,37,4,7138,0
1542,526,70,3,7120,0
1543,526,37,2,7138,1427
1544,526,33,2,3249,0
1545,526,3,4,10120,0
1546,527,112,3,12552,0
1547,527,52,4,10169,4067
1548,528,32,2,4849,1939
1549,528,25,3,6048,3628
1550,529,71,4,13141,0
1551,530,87,4,7728,3091
1552,530,24,4,4614,0
1553,531,75,2,11852,0
1554,531,41,4,17486,0
1555,531,99,2,3788,757
1556,531,41,1,17486,0
1557,532,43,1,6697,0
1558,533,120,4,5893,0
1559,533,94,2,8255,0
1560,533,13,2,11749,0
1561,533,21,4,6065,0
1562,533,81,4,5592,0
1563,534,18,4,12060,0
1564,535,119,1,9676,1935
1565,535,45,3,9792,0
1566,535,9,2,9664,0
1567,535,39,4,14312,0
1568,536,46,4,14724,0
1569,537,36,1,3094,0
1570,537,120,2,5893,0
1571,537,31,3,14346,0
1572,537,57,3,3774,0
1573,537,100,4,2846,0
1574,538,49,4,12310,0
1575,538,90,3,14361,0
1576,538,43,3,6697,2009
1577,538,54,3,6057,0
1578,539,11,4,9600,0
1579,539,108,3,13203,0
1580,539,3,2,10120,0
1581,540,104,1,12378,0
1582,540,96,1,13341,0
1583,541,16,1,16574,0
1584,541,100,1,2846,0
1585,541,95,1,15500,0
1586,541,106,2,6244,0
1587,541,95,1,15500,0
1588,542,115,1,18515,0
1589,542,66,1,16085,0
1590,542,26,3,20438,0
1591,542,71,2,13141,0
1592,542,93,1,12182,0
1593,543,83,3,6769,0
1594,543,33,3,3249,1949
1595,543,1,3,9280,0
1596,543,21,1,6065,0
1597,543,65,3,4507,0
1598,544,41,3,17486,0
1599,545,48,4,16373,0
1600,545,64,3,7238,0
1601,545,100,2,2846,0
1602,545,22,1,1139,0
1603,546,20,2,5873,1174
1604,546,55,1,16404,0
1605,546,49,2,12310,0
1606,546,2,4,12227,0
1607,547,51,2,5425,0
1608,547,114,3,10947,0
1609,547,64,4,7238,0
1610,547,114,2,10947,0
1611,548,55,4,16404,0
1612,548,40,2,3223,0
1613,549,48,4,16373,0
1614,549,59,3,15685,0
1615,550,93,2,12182,0
1616,550,105,2,3889,1555
1617,550,31,2,14346,0
1618,551,42,1,5301,0
1619,551,61,3,14827,0
1620,551,50,2,5963,0
1621,551,95,2,15500,0
1622,551,104,1,12378,0
1623,552,41,4,17486,13988
1624,552,118,2,20883,0
1625,552,78,1,6042,0
1626,553,39,3,14312,0
1627,554,21,4,6065,0
1628,554,36,4,3094,0
1629,554,94,4,8255,0
1630,554,77,2,9170,0
1631,554,3,1,10120,0
1632,555,51,2,5425,0
1633,555,112,1,12552,0
1634,555,42,1,5301,0
1635,556,12,3,12827,0
1636,556,11,4,9600,0
1637,557,109,2,6041,0
1638,558,63,1,14052,0
1639,558,102,2,19317,0
1640,559,65,1,4507,0
1641,559,93,4,12182,0
1642,559,6,2,18154,0
1643,560,120,2,5893,0
1644,560,20,1,5873,1174
1645,560,37,3,7138,0
1646,560,67,4,7048,0
1647,560,26,3,20438,0
1648,561,103,4,5913,0
1649,561,15,1,3311,0
1650,561,14,2,11445,0
1651,561,74,3,10688,0
1652,561,118,3,20883,0
1653,562,115,3,18515,0
1654,562,96,4,13341,5336
1655,563,10,1,11118,0
1656,563,81,1,5592,0
1657,564,99,3,3788,0
1658,564,55,1,16404,0
1659,564,5,1,14566,0
1660,564,34,4,4003,0
1661,565,116,3,17316,0
1662,565,93,4,12182,0
1663,565,92,2,15860,0
1664,565,51,4,5425,0
1665,566,96,4,13341,0
1666,566,35,1,6275,0
1667,566,116,2,17316,0
1668,567,95,1,15500,0
1669,567,12,3,12827,0
1670,568,54,2,6057,0
1671,568,48,4,16373,0
1672,568,19,4,11142,0
1673,569,43,3,6697,0
1674,569,59,2,15685,0
1675,570,109,2,6041,1208
1676,570,11,4,9600,7680
1677,571,88,2,5121,0
1678,571,64,1,7238,0
1679,571,112,3,12552,0
1680,571,51,4,5425,0
1681,571,45,4,9792,0
1682,572,65,2,4507,0
1683,573,16,2,16574,0
1684,573,104,1,12378,0
1685,573,59,1,15685,0
1686,574,50,3,5963,0
1687,574,56,4,6365,0
1688,574,77,1,9170,0
1689,575,115,4,18515,0
1690,575,56,3,6365,1909
1691,575,4,4,14188,0
1692,575,64,1,7238,0
1693,576,62,1,8096,0
1694,576,72,4,12991,0
1695,576,54,1,6057,0
1696,576,17,1,12746,1274
1697,576,9,2,9664,0
1698,577,38,2,2380,0
1699,577,78,3,6042,0
1700,577,91,2,13920,0
1701,577,26,4,20438,0
1702,578,115,4,18515,0
1703,578,58,1,3065,0
1704,578,18,2,12060,4824
1705,579,14,4,11445,0
1706,579,36,4,3094,0
1707,579,56,1,6365,0
1708,579,34,3,4003,0
1709,579,66,2,16085,0
1710,580,9,2,9664,0
1711,580,15,1,3311,0
1712,580,19,3,11142,0
1713,580,93,4,12182,0
1714,581,117,2,8203,0
1715,581,32,4,4849,0
1716,581,87,4,7728,0
1717,582,19,1,11142,0
1718,582,10,2,11118,0
1719,582,101,4,5194,0
1720,582,29,3,2518,0
1721,582,101,4,5194,0
1722,583,100,2,2846,0
1723,583,106,4,6244,0
1724,584,57,1,3774,0
1725,585,39,3,14312,4293
1726,585,67,4,7048,0
1727,585,116,2,17316,0
1728,586,116,3,17316,0
1729,586,30,3,7873,0
1730,586,31,2,14346,0
1731,587,103,2,5913,0
1732,587,25,3,6048,3628
1733,588,83,2,6769,0
1734,588,106,3,6244,0
1735,588,84,4,17517,0
1736,589,16,4,16574,6629
1737,589,1,1,9280,0
1738,589,33,4,3249,0
1739,590,78,1,6042,0
1740,590,50,3,5963,0
1741,590,24,1,4614,0
1742,590,107,1,9833,0
1743,591,8,1,7345,0
1744,591,81,3,5592,0
1745,591,31,2,14346,0
1746,591,79,3,3449,0
1747,591,112,2,12552,0
1748,592,12,3,12827,0
1749,592,13,2,11749,0
1750,593,57,4,3774,0
1751,593,30,1,7873,787
1752,593,95,4,15500,0
1753,594,42,1,5301,0
1754,594,80,4,12272,9817
1755,594,27,3,13324,0
1756,595,28,3,8632,0
1757,595,36,2,3094,0
1758,596,95,1,15500,0
1759,596,45,3,9792,0
1760,596,64,4,7238,2895
1761,596,12,4,12827,0
1762,597,84,2,17517,3503
1763,597,47,1,3212,0
1764,597,94,2,8255,0
1765,597,93,1,12182,0
1766,597,69,3,6832,0
1767,598,116,1,17316,0
1768,598,75,2,11852,0
1769,599,109,2,6041,0
1770,599,104,4,12378,0
1771,599,48,2,16373,0
1772,600,119,1,9676,0
1773,600,22,1,1139,0
1774,600,113,2,7539,0
1775,600,79,3,3449,0
1776,600,36,4,3094,0
1777,601,107,4,9833,0
1778,601,51,4,5425,2170
1779,601,84,3,17517,10510
1780,601,95,4,15500,12400
1781,601,54,2,6057,0
1782,602,49,3,12310,0
1783,602,41,4,17486,0
1784,602,3,2,10120,0
1785,602,83,2,6769,0
1786,603,33,4,3249,0
1787,603,95,4,15500,0
1788,603,27,4,13324,0
1789,603,7,2,11612,0
1790,604,110,4,17269,0
1791,604,116,4,17316,0
1792,604,43,2,6697,0
1793,605,48,1,16373,0
1794,605,43,4,6697,0
1795,605,42,3,5301,0
1796,605,107,1,9833,983
1797,605,57,1,3774,0
1798,606,19,2,11142,0
1799,606,12,4,12827,0
1800,606,29,1,2518,0
1801,607,56,3,6365,0
1802,607,1,1,9280,0
1803,608,15,1,3311,0
1804,608,108,3,13203,0
1805,608,48,4,16373,0
1806,608,75,3,11852,0
1807,609,35,3,6275,0
1808,609,65,4,4507,0
1809,609,77,3,9170,0
1810,609,14,2,11445,0
1811,610,55,3,16404,0
1812,610,32,2,4849,0
1813,610,87,1,7728,0
1814,610,57,4,3774,0
1815,611,77,2,9170,0
1816,611,113,2,7539,0
1817,611,80,2,12272,0
1818,611,78,3,6042,0
1819,612,119,1,9676,0
1820,612,7,1,11612,0
1821,612,5,2,14566,0
1822,612,112,3,12552,0
1823,613,13,1,11749,0
1824,613,6,1,18154,0
1825,613,106,2,6244,1248
1826,614,114,3,10947,0
1827,614,104,1,12378,0
1828,614,29,3,2518,0
1829,614,114,3,10947,0
1830,614,92,4,15860,0
1831,615,61,2,14827,0
1832,615,11,1,9600,0
1833,616,57,4,3774,0
1834,616,84,3,17517,0
1835,616,119,4,9676,0
1836,616,47,2,3212,0
1837,617,59,2,15685,3137
1838,617,87,3,7728,4636
1839,617,116,2,17316,0
1840,618,67,4,7048,0
1841,618,96,2,13341,0
1842,619,103,2,5913,0
1843,619,43,3,6697,0
1844,619,118,2,20883,0
1845,619,97,1,10963,0
1846,620,77,1,9170,0
1847,620,117,4,8203,6562
1848,620,75,2,11852,4740
1849,620,29,4,2518,0
1850,621,30,1,7873,0
1851,621,110,4,17269,0
1852,621,1,4,9280,0
1853,621,10,3,11118,0
1854,621,120,4,5893,0
1855,622,65,2,4507,0
1856,623,85,2,16803,0
1857,623,56,1,6365,0
1858,623,32,4,4849,0
1859,623,17,3,12746,0
1860,623,38,3,2380,0
1861,624,10,2,11118,0
1862,625,61,1,14827,0
1863,625,80,3,12272,0
1864,625,105,1,3889,0
1865,625,50,2,5963,0
1866,625,33,1,3249,649
1867,626,25,4,6048,0
1868,626,4,3,14188,4256
1869,626,14,4,11445,0
1870,626,25,4,6048,0
1871,626,100,2,2846,569
1872,627,46,1,14724,0
1873,627,85,3,16803,0
1874,627,112,1,12552,1255
1875,627,11,2,9600,3840
1876,627,68,1,17200,0
1877,628,38,1,2380,0
1878,628,39,2,14312,0
1879,628,109,4,6041,0
1880,628,44,4,3661,2928
1881,629,116,2,17316,6926
1882,630,75,2,11852,0
1883,630,11,2,9600,0
1884,631,13,4,11749,0
1885,631,40,4,3223,0
1886,631,43,3,6697,0
1887,632,21,2,6065,0
1888,632,22,2,1139,0
1889,632,74,1,10688,0
1890,633,117,3,8203,0
1891,633,97,2,10963,0
1892,633,31,1,14346,0
1893,633,80,4,12272,0
1894,633,69,3,6832,0
1895,634,33,4,3249,0
1896,634,15,4,3311,0
1897,634,100,3,2846,0
1898,634,75,2,11852,4740
1899,635,91,4,13920,0
1900,636,111,1,3435,0
1901,637,49,3,12310,0
1902,637,26,2,20438,0
1903,637,46,2,14724,0
1904,637,64,4,7238,2895
1905,638,100,4,2846,0
1906,639,9,4,9664,0
1907,639,84,2,17517,0
1908,639,92,3,15860,4758
1909,639,35,2,6275,0
1910,639,58,2,3065,0
1911,640,68,3,17200,0
1912,640,35,3,6275,0
1913,640,9,1,9664,0
1914,641,82,4,18424,0
1915,641,20,1,5873,0
1916,642,96,4,13341,0
1917,642,107,3,9833,0
1918,642,82,4,18424,0
1919,643,6,3,18154,0
1920,643,102,2,19317,0
1921,643,65,2,4507,0
1922,644,99,1,3788,0
1923,644,72,4,12991,0
1924,644,99,2,3788,0
1925,644,13,1,11749,0
1926,644,77,4,9170,0
1927,645,106,2,6244,0
1928,645,92,3,15860,0
1929,645,87,1,7728,772
1930,646,36,1,3094,0
1931,646,45,3,9792,5875
1932,646,93,2,12182,0
1933,646,13,1,11749,0
1934,646,25,2,6048,0
1935,647,87,4,7728,0
1936,648,62,4,8096,0
1937,648,48,1,16373,0
1938,649,10,2,11118,0
1939,649,57,2,3774,0
1940,650,56,2,6365,0
1941,650,106,4,6244,0
1942,650,34,2,4003,0
1943,650,26,4,20438,0
1944,651,114,1,10947,0
1945,651,51,2,5425,0
1946,651,24,2,4614,0
1947,651,7,1,11612,0
1948,651,72,1,12991,0
1949,652,18,2,12060,0
1950,652,12,2,12827,0
1951,653,102,1,19317,0
1952,654,63,1,14052,0
1953,654,119,3,9676,0
1954,655,101,3,5194,0
1955,655,11,2,9600,0
1956,655,75,4,11852,0
1957,656,49,4,12310,0
1958,656,57,4,3774,0
1959,656,78,1,6042,0
1960,657,69,2,6832,0
1961,657,74,1,10688,0
1962,657,20,3,5873,0
1963,658,49,1,12310,0
1964,658,6,4,18154,0
1965,658,27,2,13324,0
1966,658,114,4,10947,0
1967,658,105,1,3889,777
1968,659,115,4,18515,0
1969,660,62,4,8096,0
1970,660,68,2,17200,0
1971,660,102,2,19317,0
1972,660,9,4,9664,0
1973,660,20,1,5873,0
1974,661,84,3,17517,0
1975,661,21,1,6065,0
1976,661,55,2,16404,0
1977,661,96,4,13341,0
1978,661,40,3,3223,0
1979,662,115,1,18515,0
1980,662,105,2,3889,0
1981,662,44,2,3661,0
1982,663,115,3,18515,0
1983,663,109,1,6041,0
1984,663,48,2,16373,0
1985,664,80,1,12272,0
1986,664,44,1,3661,0
1987,664,83,1,6769,0
1988,664,31,2,14346,0
1989,665,51,2,5425,0
1990,666,82,2,18424,0
1991,667,102,4,19317,0
1992,667,50,1,5963,0
1993,667,66,4,16085,12868
1994,667,119,1,9676,0
1995,667,24,2,4614,0
1996,668,43,4,6697,0
1997,668,65,3,4507,2704
1998,668,16,4,16574,13259
1999,668,91,2,13920,0
2000,669,83,3,6769,0
2001,669,38,2,2380,0
2002,669,69,4,6832,0
2003,669,4,2,14188,2837
2004,669,25,2,6048,0
2005,670,12,3,12827,0
2006,671,65,4,4507,0
2007,671,106,1,6244,0
2008,672,118,2,20883,0
2009,672,51,1,5425,0
2010,672,50,2,5963,0
2011,672,10,3,11118,0
2012,672,13,2,11749,0
2013,673,82,4,18424,0
2014,673,73,2,4313,0
2015,673,69,3,6832,0
2016,673,6,1,18154,0
2017,674,99,2,3788,0
2018,674,28,2,8632,0
2019,674,80,1,12272,0
2020,674,88,3,5121,0
2021,674,92,1,15860,0
2022,675,24,1,4614,461
2023,675,33,2,3249,0
2024,675,78,4,6042,4833
2025,675,108,4,13203,0
2026,675,111,4,3435,0
2027,676,14,3,11445,0
2028,676,66,3,16085,0
2029,676,106,2,6244,0
2030,676,14,2,11445,0
2031,676,38,2,2380,476
2032,677,102,4,19317,0
2033,677,84,4,17517,0
2034,677,28,3,8632,0
2035,677,96,2,13341,0
2036,678,112,3,12552,0
2037,679,52,3,10169,0
2038,679,19,4,11142,0
2039,680,2,4,12227,0
2040,680,90,2,14361,5744
2041,681,77,3,9170,0
2042,681,82,1,18424,0
2043,682,9,1,9664,0
2044,682,102,4,19317,0
2045,682,10,1,11118,0
2046,682,109,3,6041,0
2047,683,11,3,9600,0
2048,683,10,3,11118,0
2049,683,54,2,6057,2422
